ticker,sector,rank,naive_rank,composite_score,trailing_pe
HEROMOTOCO.NS,auto,1,44.0,0.8147058823529412,17.159348
LICI.NS,insurance,2,19.0,0.8124999999999999,9.78639
UNIONBANK.NS,banking,3,13.0,0.8108552631578947,6.752941
ACC.NS,cement,4,27.0,0.8098214285714287,12.199507
COLPAL.NS,fmcg,5,121.0,0.8041666666666667,41.609173
LUPIN.NS,pharma_healthcare,6,56.0,0.7861111111111111,21.496563
NMDC.NS,metals_mining,7,20.0,0.76,9.934579
COALINDIA.NS,metals_mining,8,15.0,0.7566666666666666,8.47555
OBEROIRLTY.NS,realty,9,74.0,0.7333333333333333,27.706038
TCS.NS,it,10,38.0,0.7325,15.7388735
IRCTC.NS,infra_logistics_defense,11,79.0,0.7318181818181819,28.973318
HAL.NS,capital_goods,12,99.0,0.731764705882353,33.25134
GILLETTE.NS,consumer_durables_retail,13,139.0,0.7277472527472527,47.93179
NATIONALUM.NS,metals_mining,14,22.0,0.7266666666666667,10.547467
CANBK.NS,banking,15,7.0,0.722564875730994,6.0184655
MUTHOOTFIN.NS,nbfc_financial_services,16,23.0,0.718131868131868,11.469807
BPCL.NS,energy_power,17,3.0,0.7136363636363636,5.1623373
PGHH.NS,consumer_durables_retail,18,100.0,0.7107142857142856,33.529324
BANKINDIA.NS,banking,19,8.0,0.7084932383040935,6.0967603
ICICIGI.NS,insurance,20,96.0,0.7000000000000002,32.75213
GICRE.NS,insurance,21,11.0,0.6979166666666666,6.6917768
HINDZINC.NS,metals_mining,22,41.0,0.6933333333333334,16.30229
PNB.NS,banking,23,12.0,0.6906295687134503,6.7050633
ITC.NS,fmcg,24,43.0,0.6871212121212121,17.06027
KAJARIACER.NS,consumer_durables_retail,25,116.0,0.6835164835164835,40.48271
GHCL.NS,chemicals,26,16.0,0.6818181818181818,8.801356
BEL.NS,capital_goods,27,141.0,0.6811764705882353,49.9215
BAJAJ-AUTO.NS,auto,28,70.0,0.6764705882352942,27.253149
ABBOTINDIA.NS,pharma_healthcare,29,109.0,0.675,37.473614
JUBLFOOD.NS,consumer_durables_retail,30,177.0,0.670054945054945,74.674866
INDUSTOWER.NS,telecom_media,31,36.0,0.67,15.025859
IOC.NS,energy_power,32,2.0,0.6681818181818181,4.6391582
POLYCAB.NS,capital_goods,33,149.0,0.6652941176470588,53.413074
IDEA.NS,telecom_media,34,1.0,0.6625,4.371069
MAZDOCK.NS,infra_logistics_defense,35,110.0,0.6622727272727273,37.88605
CUMMINSIND.NS,capital_goods,36,167.0,0.6617647058823529,65.37828
CHAMBLFERT.NS,chemicals,37,18.0,0.6590909090909092,9.281321
IOB.NS,banking,38,29.0,0.6563642178362573,12.537036
GLAND.NS,pharma_healthcare,39,115.0,0.65,39.792835
ALKEM.NS,pharma_healthcare,40,81.0,0.6472222222222223,29.40245
EICHERMOT.NS,auto,41,108.0,0.6470588235294118,36.807877
INFY.NS,it,42,34.0,0.6458333333333333,14.398878
GNFC.NS,chemicals,43,17.0,0.640909090909091,9.149845
MARUTI.NS,auto,44,82.0,0.6382352941176471,29.40844
SUPREMEIND.NS,capital_goods,45,134.0,0.6358823529411765,44.719917
ADANIPORTS.NS,infra_logistics_defense,46,91.0,0.6336363636363636,31.271519
HINDCOPPER.NS,metals_mining,47,146.0,0.63,52.097794
NTPC.NS,energy_power,48,24.0,0.6272727272727273,11.512786
AMBUJACEM.NS,cement,49,60.0,0.6178571428571429,22.93022
HCLTECH.NS,it,50,50.0,0.6125,19.079355
SUNPHARMA.NS,pharma_healthcare,51,119.0,0.611111111111111,40.865383
PFC.NS,nbfc_financial_services,52,4.0,0.6101648351648351,5.249013
HUDCO.NS,nbfc_financial_services,53,21.0,0.6098901098901098,10.447012
ONGC.NS,energy_power,54,14.0,0.6090909090909091,7.519709
M&M.NS,auto,55,55.0,0.6058823529411765,20.784708
HINDUNILVR.NS,fmcg,56,137.0,0.6015151515151516,46.818687
GODREJPROP.NS,realty,57,105.0,0.5999999999999999,35.353382
ICICIBANK.NS,banking,58,49.0,0.5972222222222221,19.076305
EMAMILTD.NS,fmcg,59,62.0,0.5943181818181819,23.345526
BANKBARODA.NS,banking,60,10.0,0.5915570175438596,6.5814567
PAGEIND.NS,consumer_durables_retail,61,160.0,0.5876373626373627,58.328285
HEIDELBERG.NS,cement,62,67.0,0.5857142857142857,26.869713
SHRIRAMFIN.NS,nbfc_financial_services,63,52.0,0.5807692307692308,20.199963
LALPATHLAB.NS,pharma_healthcare,64,159.0,0.5805555555555555,58.0904
RECLTD.NS,nbfc_financial_services,65,6.0,0.5804945054945054,5.7489486
GRINDWELL.NS,capital_goods,66,151.0,0.5794117647058823,54.924263
RELIANCE.NS,energy_power,67,58.0,0.5772727272727273,21.898117
ENDURANCE.NS,auto,68,117.0,0.5764705882352941,40.51857
ARE&M.NS,auto,69,46.0,0.5735294117647058,18.728971
COROMANDEL.NS,chemicals,70,92.0,0.5727272727272728,31.383781
PERSISTENT.NS,it,71,130.0,0.5625,43.349224
CONCOR.NS,infra_logistics_defense,72,75.0,0.5622727272727273,28.18208
TATAELXSI.NS,it,73,104.0,0.5608333333333333,34.77214
NAVINFLUOR.NS,chemicals,74,161.0,0.5545454545454547,58.545834
MRF.NS,auto,75,61.0,0.5529411764705882,23.184715
SBIN.NS,banking,76,25.0,0.5518092105263157,11.546219
NBCC.NS,infra_logistics_defense,77,113.0,0.5495454545454546,38.453487
TIMKEN.NS,capital_goods,78,155.0,0.548235294117647,57.32308
PIDILITIND.NS,chemicals,79,169.0,0.5454545454545455,65.91344
SKFINDIA.NS,capital_goods,80,76.0,0.5447058823529412,28.411665
WHIRLPOOL.NS,consumer_durables_retail,81,101.0,0.5445054945054945,33.715458
DIVISLAB.NS,pharma_healthcare,82,176.0,0.5444444444444444,72.78823
CIPLA.NS,pharma_healthcare,83,88.0,0.5416666666666667,30.085526
LICHSGFIN.NS,nbfc_financial_services,84,5.0,0.5403846153846155,5.474087
NESTLEIND.NS,fmcg,85,182.0,0.5363636363636364,79.19426
GLENMARK.NS,pharma_healthcare,86,138.0,0.5361111111111111,47.335262
WIPRO.NS,it,87,32.0,0.5266666666666666,14.000796
DLF.NS,realty,88,112.0,0.525,38.085346
AXISBANK.NS,banking,89,39.0,0.5221582602339181,15.83185
NCC.NS,infra_logistics_defense,90,31.0,0.5145454545454545,13.529355
PVRINOX.NS,telecom_media,91,153.0,0.505,56.344658
PIIND.NS,chemicals,92,86.0,0.5045454545454545,29.984884
CENTRALBK.NS,banking,93,9.0,0.5026955409356724,6.55
