ticker,sector,rank,naive_rank,composite_score,trailing_pe
NATIONALUM.NS,metals_mining,1,21.0,0.8666666666666667,10.174055
KAJARIACER.NS,consumer_durables_retail,2,103.0,0.8192307692307692,35.96389
HEROMOTOCO.NS,auto,3,51.0,0.8011904761904762,19.493176
HAL.NS,capital_goods,4,100.0,0.7851307189542484,34.842506
UNIONBANK.NS,banking,5,10.0,0.7834928229665072,6.926378
IOB.NS,banking,6,25.0,0.7788742690058479,11.241611
COALINDIA.NS,metals_mining,7,14.0,0.7766666666666666,8.216618
OBEROIRLTY.NS,realty,8,63.0,0.7750000000000001,25.906076
BEL.NS,capital_goods,9,142.0,0.7738562091503268,48.31347
GNFC.NS,chemicals,10,15.0,0.7727272727272727,8.471456
IRCTC.NS,infra_logistics_defense,11,66.0,0.7602272727272726,27.382318
GILLETTE.NS,consumer_durables_retail,12,135.0,0.7576923076923077,44.700855
POLYCAB.NS,capital_goods,13,130.0,0.7558823529411764,43.66812
LUPIN.NS,pharma_healthcare,14,43.0,0.7470588235294118,17.482807
ITC.NS,fmcg,15,41.0,0.7416666666666667,16.66246
BANKINDIA.NS,banking,16,3.0,0.7314261031366294,5.368382
EMAMILTD.NS,fmcg,17,57.0,0.725,21.37449
CANBK.NS,banking,18,5.0,0.7244152046783625,5.7305937
COLPAL.NS,fmcg,19,106.0,0.7208333333333333,36.901352
MUTHOOTFIN.NS,nbfc_financial_services,20,22.0,0.7163461538461539,10.2881155
GHCL.NS,chemicals,21,12.0,0.7155303030303031,7.780949
PNB.NS,banking,22,6.0,0.7139819245082402,6.087409
MARUTI.NS,auto,23,69.0,0.7097619047619047,27.855434
EICHERMOT.NS,auto,24,104.0,0.7083333333333334,36.36342
HINDZINC.NS,metals_mining,25,38.0,0.7066666666666667,14.879921
PGHH.NS,consumer_durables_retail,26,86.0,0.7038461538461538,31.411228
ADANIPORTS.NS,infra_logistics_defense,27,77.0,0.6916666666666667,29.154713
ARE&M.NS,auto,28,42.0,0.685952380952381,17.167526
ONGC.NS,energy_power,29,8.0,0.6777777777777777,6.779832
ICICIGI.NS,insurance,30,84.0,0.675,31.25
IDEA.NS,telecom_media,31,1.0,0.675,4.3037252
DIVISLAB.NS,pharma_healthcare,32,178.0,0.6617647058823529,82.64463
HINDCOPPER.NS,metals_mining,33,134.0,0.6533333333333333,44.43782
SHRIRAMFIN.NS,nbfc_financial_services,34,46.0,0.6490384615384616,18.382483
TATAELXSI.NS,it,35,96.0,0.6348484848484849,33.89863
ABBOTINDIA.NS,pharma_healthcare,36,98.0,0.6294117647058823,34.279335
HINDUNILVR.NS,fmcg,37,131.0,0.6291666666666667,43.86308
GLAND.NS,pharma_healthcare,38,126.0,0.6264705882352941,43.028397
BAJAJ-AUTO.NS,auto,39,73.0,0.6257142857142857,28.32866
AMBUJACEM.NS,cement,40,58.0,0.6250000000000001,22.727274
ACC.NS,cement,41,28.0,0.625,12.689805
INFY.NS,it,42,37.0,0.6227272727272727,14.771242
SUNPHARMA.NS,pharma_healthcare,43,109.0,0.6205882352941177,37.738476
LICI.NS,insurance,44,18.0,0.62,8.74053
NMDC.NS,metals_mining,45,19.0,0.62,9.988208
HCLTECH.NS,it,46,53.0,0.6172727272727273,20.121346
VBL.NS,fmcg,47,120.0,0.6125,40.63809
LICHSGFIN.NS,nbfc_financial_services,48,4.0,0.6115384615384615,5.387749
GAIL.NS,energy_power,49,26.0,0.611111111111111,11.536926
CUMMINSIND.NS,capital_goods,50,156.0,0.6001633986928104,58.820095
ADANIPOWER.NS,energy_power,51,70.0,0.6000000000000001,28.0
BPCL.NS,energy_power,52,13.0,0.6000000000000001,7.874782
NAVINFLUOR.NS,chemicals,53,152.0,0.5928030303030303,55.52454
MAZDOCK.NS,infra_logistics_defense,54,108.0,0.5916666666666667,37.31343
GODREJPROP.NS,realty,55,107.0,0.5916666666666666,37.31175
NTPC.NS,energy_power,56,20.0,0.5888888888888889,10.16198
TIMKEN.NS,capital_goods,57,151.0,0.586764705882353,55.244827
M&M.NS,auto,58,50.0,0.5819047619047619,19.304548
GICRE.NS,insurance,59,11.0,0.5791666666666666,7.0954356
DLF.NS,realty,60,111.0,0.5750000000000001,38.031235
HUDCO.NS,nbfc_financial_services,61,16.0,0.5673076923076923,8.494118
PERSISTENT.NS,it,62,136.0,0.560909090909091,46.29584
BHARTIARTL.NS,telecom_media,63,113.0,0.56,38.46154
LALPATHLAB.NS,pharma_healthcare,64,155.0,0.5588235294117647,58.343597
ULTRACEMCO.NS,cement,65,116.0,0.55625,39.370514
IPCALAB.NS,pharma_healthcare,66,110.0,0.5558823529411765,38.01509
FEDERALBNK.NS,banking,67,45.0,0.5555555555555555,18.35206
INDUSTOWER.NS,telecom_media,68,33.0,0.5549999999999999,13.888684
CONCOR.NS,infra_logistics_defense,69,81.0,0.5549242424242424,31.146538
KEI.NS,capital_goods,70,139.0,0.5549019607843138,46.51386
PFC.NS,nbfc_financial_services,71,2.0,0.5538461538461539,4.504687
SUPREMEIND.NS,capital_goods,72,125.0,0.55359477124183,42.732414
MRF.NS,auto,73,59.0,0.5504761904761905,22.788668
ALKEM.NS,pharma_healthcare,74,74.0,0.5499999999999999,28.73595
HAVELLS.NS,capital_goods,75,133.0,0.5387254901960785,44.43589
PIIND.NS,chemicals,76,88.0,0.5378787878787878,32.050446
SKFINDIA.NS,capital_goods,77,105.0,0.5374183006535947,36.74528
GRINDWELL.NS,capital_goods,78,145.0,0.5372549019607843,50.316856
VEDL.NS,metals_mining,79,27.0,0.5366666666666666,11.949934
CIPLA.NS,pharma_healthcare,80,93.0,0.5352941176470588,33.221397
RELAXO.NS,consumer_durables_retail,81,138.0,0.5346153846153846,46.402687
UCOBANK.NS,banking,82,24.0,0.5334928229665071,11.022222
PAGEIND.NS,consumer_durables_retail,83,149.0,0.5307692307692308,53.475937
NCC.NS,infra_logistics_defense,84,31.0,0.5299242424242424,13.452915
GLENMARK.NS,pharma_healthcare,85,112.0,0.5294117647058824,38.314728
NBCC.NS,infra_logistics_defense,86,87.0,0.5291666666666667,31.490908
DABUR.NS,fmcg,87,99.0,0.5291666666666667,34.377254
BANKBARODA.NS,banking,88,9.0,0.5282429558745347,6.8071775
TMPV.NS,auto,89,188.0,0.5199999999999999,
