rank,ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio,sector_rank,composite_score,buckets_used,valuation_bucket_score,quality_bucket_score,leverage_bucket_score,growth_bucket_score,trailing_pe_score,ev_to_ebitda_score,return_on_equity_score,net_margin_score,debt_to_equity_ratio_score,revenue_growth_score
1,ACC.NS,cement,2026-07-23T05:54:07.402751+00:00,252874326016,1346.6,11.862227,9.305,0.109280005,2.085,0.323,0.082959995,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085,1,0.83125,4,0.875,0.8125,0.625,1.0,0.875,0.875,1.0,0.625,0.625,1.0
2,HEROMOTOCO.NS,auto,2026-07-23T05:55:10.263257+00:00,1033480044544,5165.0,18.169985,12.881,0.28027,3.57,0.302,0.12109999,2.1770383768779045,7786100224.0,216111900000.0,True,,0.0356999999999999,1,0.8235294117647058,4,0.7941176470588235,0.9117647058823529,0.7647058823529411,0.7941176470588235,0.8823529411764706,0.7058823529411764,1.0,0.8235294117647058,0.7647058823529411,0.7941176470588235
3,PNB.NS,banking,2026-07-23T05:54:39.613960+00:00,1269395488768,110.45,5.816219,,0.15224,,0.152,0.38147,0.4175437957776446,63164899328.0,1499722200000.0,True,,,1,0.7923193400167085,3,0.9473684210526316,0.7951127819548872,,0.5555555555555556,0.9473684210526316,,0.6428571428571429,0.9473684210526315,,0.5555555555555556
4,UNIONBANK.NS,banking,2026-07-23T05:54:42.111572+00:00,1288094613504,168.74,6.4429173,,0.15798001,,,0.40460998,0.4405326153885003,,1334472821000.0,True,,,2,0.7885338345864662,2,0.6842105263157895,0.8928571428571428,,,0.6842105263157895,,0.7857142857142857,1.0,,
5,IOB.NS,banking,2026-07-23T05:54:46.068735+00:00,653761249280,33.95,11.392617,,0.16525999,,0.481,0.36560002,0.4979208850448562,472398987264.0,369906675000.0,True,,,3,0.7847222222222222,3,0.5789473684210527,0.9210526315789473,,0.8888888888888888,0.5789473684210527,,1.0,0.8421052631578947,,0.8888888888888888
6,LUPIN.NS,pharma_healthcare,2026-07-23T05:55:25.347465+00:00,1102804811776,2411.9,21.643036,13.684,0.26907,29.388,0.319,0.19073999,1.2244836684519564,66161799168.0,224482700000.0,True,,0.29388,1,0.7777777777777778,4,0.8888888888888888,0.8888888888888888,0.2777777777777778,0.9444444444444444,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.8333333333333334,0.2777777777777778,0.9444444444444444
7,NMDC.NS,metals_mining,2026-07-23T05:55:53.544056+00:00,729632866304,82.99,9.868014,7.361,0.23363,18.802,0.619,0.23231001,0.941535414635464,64068100096.0,340623300000.0,True,,0.18802,1,0.7664285714285715,4,0.7666666666666667,0.7214285714285715,0.6,1.0,0.8666666666666667,0.6666666666666667,0.6428571428571429,0.8,0.6,1.0
8,COLPAL.NS,fmcg,2026-07-23T05:55:44.274787+00:00,572720152576,2105.7,43.18499,30.142,0.81593,2.993,0.091,0.21959999,3.777244004519888,474100000.0,15841100000.0,True,,0.02993,1,0.7625000000000001,4,0.625,0.9166666666666667,0.9166666666666666,0.5833333333333334,0.6666666666666667,0.5833333333333333,1.0,0.8333333333333334,0.9166666666666666,0.5833333333333334
9,COALINDIA.NS,metals_mining,2026-07-23T05:55:52.719056+00:00,2622240849920,425.5,8.489625,5.412,0.28124002,11.629,0.162,0.18465,1.4139217823847143,140721799168.0,1191015600000.0,True,,0.1162899999999999,2,0.7545238095238096,4,0.9,0.7261904761904762,0.6666666666666667,0.6666666666666666,0.9333333333333333,0.8666666666666667,0.7857142857142857,0.6666666666666666,0.6666666666666667,0.6666666666666666
10,LICI.NS,insurance,2026-07-23T05:55:04.243539+00:00,5350947815424,423.0,9.454626,7.127,0.40769002,0.431,0.146,0.06321,5.485817586263247,7619200000.0,1766053400000.0,True,,0.00431,1,0.75,4,0.6666666666666667,0.8333333333333333,0.6666666666666667,0.8333333333333334,0.6666666666666667,0.6666666666666667,1.0,0.6666666666666666,0.6666666666666667,0.8333333333333334
