rank,ticker,sector,sector_rank,composite_score,trailing_pe,trailing_pe_vs_sector_median,valuation_label,return_on_equity,net_margin,asset_turnover,equity_multiplier,dupont_implied_roe,dupont_vs_reported_roe_gap
1,HEROMOTOCO.NS,auto,1,0.8433333333333334,16.945444,0.0,in line with sector,0.28027,0.12109999,2.1770383768779045,1.0360280957411414,0.2731377485358823,-0.007132251464117723
2,ACC.NS,cement,1,0.83125,11.701621,0.0,in line with sector,0.109280005,0.082959995,1.2187217464845206,1.0208563860998299,0.10321383803971876,-0.006066166960281241
3,IOB.NS,banking,1,0.8124999999999999,11.479452,5.3238143,rich vs sector,0.16525999,0.36560002,0.4979208850448562,2.277076136201111,0.41451867917900564,0.24925868917900565
4,UNIONBANK.NS,banking,2,0.805921052631579,6.1556377,0.0,in line with sector,0.15798001,0.40460998,0.4405326153885003,1.0,0.1782438927016888,0.0202638827016888
5,PNB.NS,banking,3,0.795047514619883,5.7076354,-0.44800229999999974,in line with sector,0.15224,0.38147,0.4175437957776446,1.0421177330895015,0.16598896248719064,0.013748962487190652
6,NMDC.NS,metals_mining,1,0.7664285714285715,9.756788,0.6371894999999999,in line with sector,0.23363,0.23231001,0.941535414635464,1.1880907738724862,0.2598688394849135,0.026238839484913512
7,LUPIN.NS,pharma_healthcare,1,0.7641544117647059,20.257534,0.0,in line with sector,0.26907,0.19073999,1.2244836684519564,1.2947300578975574,0.3023945663267333,0.03332456632673331
8,COALINDIA.NS,metals_mining,2,0.7545238095238096,8.482409,-0.6371894999999999,in line with sector,0.28124002,0.18465,1.4139217823847143,1.1181527758057912,0.2919280614649509,0.010688041464950948
9,COLPAL.NS,fmcg,1,0.7537878787878788,42.765564,0.0,in line with sector,0.81593,0.21959999,3.777244004519888,1.0299284771890842,0.8543079010511583,0.038377901051158236
10,IRCTC.NS,infra_logistics_defense,1,0.7468181818181819,28.188072,0.0,in line with sector,0.34959,0.26721,1.2103574830708552,1.0187362920631446,0.32947930756780575,-0.020110692432194266
