rank,ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio,sector_rank,composite_score,buckets_used,valuation_bucket_score,quality_bucket_score,leverage_bucket_score,growth_bucket_score,trailing_pe_score,ev_to_ebitda_score,return_on_equity_score,net_margin_score,debt_to_equity_ratio_score,revenue_growth_score
1,UNIONBANK.NS,banking,2026-07-13T06:20:21.112978+00:00,1270231990272,168.05,6.53831,,0.15708,,,0.39665002,0.4405326153885003,,1334472821000.0,True,,,1,0.837171052631579,2,0.736842105263158,0.9375,,,0.736842105263158,,0.875,1.0,,
2,HEROMOTOCO.NS,auto,2026-07-13T06:20:51.860744+00:00,983256727552,4894.7,17.14884,12.769,0.28027,3.57,0.302,0.12109999,2.193828289881307,7786100224.0,216111900000.0,True,,0.0356999999999999,1,0.8147058823529412,4,0.8235294117647058,0.8529411764705882,0.7647058823529411,0.7941176470588235,0.9411764705882353,0.7058823529411764,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.7941176470588235
3,ACC.NS,cement,2026-07-13T06:19:01.467965+00:00,258019704832,1385.8,12.102529,9.481,0.109280005,2.085,0.323,0.082959995,1.2187217464845206,4286099968.0,205505400000.0,True,,0.02085,1,0.8098214285714287,4,0.875,0.7410714285714286,0.625,1.0,0.875,0.875,0.8571428571428571,0.625,0.625,1.0
4,COLPAL.NS,fmcg,2026-07-13T06:22:34.328933+00:00,551396507648,2051.0,41.679688,29.341,0.81593,2.993,0.091,0.21959999,3.777244004519888,474100000.0,15841100000.0,True,,0.02993,1,0.8041666666666667,4,0.7083333333333334,0.9166666666666667,0.9166666666666666,0.6666666666666666,0.6666666666666667,0.75,1.0,0.8333333333333334,0.9166666666666666,0.6666666666666666
5,LICI.NS,insurance,2026-07-13T06:20:44.654270+00:00,5571058073600,441.5,9.698304,10.28,0.42356,,0.148,0.06564,5.485817586263247,0.0,1766053400000.0,True,,,1,0.7874999999999999,3,0.6333333333333333,0.8,,1.0,0.6666666666666667,0.6,1.0,0.6,,1.0
6,LUPIN.NS,pharma_healthcare,2026-07-13T06:21:41.006088+00:00,1142218555392,2490.3,21.474255,13.667,0.26907,29.388,0.319,0.19073999,1.2244836684519564,66161799168.0,224482700000.0,True,,0.29388,1,0.7861111111111111,4,0.9166666666666666,0.8888888888888888,0.2777777777777778,0.9444444444444444,0.9444444444444444,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.2777777777777778,0.9444444444444444
7,NMDC.NS,metals_mining,2026-07-13T06:22:44.058346+00:00,733413376000,84.86,9.837264,7.511,0.23363,18.802,0.619,0.23231001,0.941535414635464,64068100096.0,340623300000.0,True,,0.18802,1,0.76,4,0.7666666666666667,0.7,0.6,1.0,0.8666666666666667,0.6666666666666667,0.6,0.8,0.6,1.0
8,COALINDIA.NS,metals_mining,2026-07-13T06:22:43.131009+00:00,2629944475648,430.35,8.460547,5.425,0.28124002,11.629,0.162,0.18465,1.4139217823847143,140721799168.0,1191015600000.0,True,,0.1162899999999999,2,0.7566666666666666,4,0.9,0.7333333333333334,0.6666666666666667,0.6666666666666666,0.9333333333333333,0.8666666666666667,0.8,0.6666666666666666,0.6666666666666667,0.6666666666666666
9,HAL.NS,capital_goods,2026-07-13T06:23:11.050865+00:00,2993771249664,4482.9,32.88884,31.395,0.23979001,0.027,0.018,0.27549,0.8062357947346466,109700000.0,410411200000.0,True,,0.00027,1,0.7405882352941177,4,0.8235294117647058,0.9,0.9411764705882353,0.17647058823529413,0.8823529411764706,0.7647058823529411,0.8,1.0,0.9411764705882353,0.17647058823529413
10,OBEROIRLTY.NS,realty,2026-07-13T06:24:19.096983+00:00,685426606080,1885.1,27.35597,20.714,0.14913,15.765,0.521,0.41727,0.3352967120483635,28253941760.0,179216231000.0,True,,0.15765,1,0.7333333333333333,4,0.75,0.9166666666666667,0.6666666666666667,0.5,0.8333333333333334,0.6666666666666667,1.0,0.8333333333333334,0.6666666666666667,0.5
11,TCS.NS,it,2026-07-13T06:19:10.079958+00:00,7819410538496,2068.0,15.707537,9.935,0.47743,10.211,0.139,0.18052,2.4899384558000746,113090002944.0,1072400000000.0,True,,0.10211,1,0.7325,4,0.775,1.0,0.2727272727272727,0.7272727272727273,0.75,0.8,1.0,1.0,0.2727272727272727,0.7272727272727273
12,IRCTC.NS,infra_logistics_defense,2026-07-13T06:24:07.694717+00:00,399000010752,498.75,28.64733,22.493,0.34959,1.874,0.151,0.26721,1.2103574830708552,807259008.0,43085313000.0,True,,0.01874,1,0.7318181818181819,4,0.5272727272727273,0.9545454545454546,0.8,0.6363636363636364,0.6,0.4545454545454546,1.0,0.9090909090909091,0.8,0.6363636363636364
13,GILLETTE.NS,consumer_durables_retail,2026-07-13T06:23:55.891163+00:00,257081065472,7850.0,48.118443,26.821,0.66443,0.002,0.032,0.21110001,2.7109660547530554,200000.0,9712700000.0,True,,2e-05,1,0.7277472527472527,4,0.6071428571428572,0.9615384615384616,0.9285714285714286,0.35714285714285715,0.7142857142857143,0.5,0.9230769230769231,1.0,0.9285714285714286,0.35714285714285715
14,NATIONALUM.NS,metals_mining,2026-07-13T06:22:47.970767+00:00,648147369984,355.3,10.556386,7.117,0.2942,0.277,-0.048,0.32489,0.9357920950001796,598300032.0,178054400000.0,True,,0.00277,3,0.7266666666666667,4,0.7666666666666667,0.9,0.9333333333333333,0.2,0.8,0.7333333333333334,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.2
15,CANBK.NS,banking,2026-07-13T06:20:20.255868+00:00,1157596577792,128.88,5.872987,,0.15935999,,-0.467,0.37035,0.5452230950954664,1552876830720.0,1177046427000.0,True,,,2,0.722564875730994,3,0.9473684210526316,0.9424342105263157,,0.05555555555555555,0.9473684210526316,,0.9375,0.9473684210526315,,0.05555555555555555
16,MUTHOOTFIN.NS,nbfc_financial_services,2026-07-13T06:20:30.338922+00:00,1235398819840,3104.9,11.664455,,0.30406,379.707,0.537,0.55206,0.5178535874295926,1510264274944.0,391303150000.0,True,,3.79707,1,0.718131868131868,4,0.6428571428571428,0.8461538461538461,0.5,0.8571428571428571,0.6428571428571428,,1.0,0.6923076923076923,0.5,0.8571428571428571
17,BPCL.NS,energy_power,2026-07-13T06:22:56.837360+00:00,1302283812864,306.45,5.038849,3.889,0.28469,54.332,0.067,0.05677,4.54454276149428,544244203520.0,1001702600000.0,True,,0.54332,1,0.7136363636363636,4,0.8636363636363635,0.6363636363636364,0.6363636363636364,0.6818181818181818,0.8181818181818181,0.9090909090909091,1.0,0.2727272727272727,0.6363636363636364,0.6818181818181818
18,PGHH.NS,consumer_durables_retail,2026-07-13T06:23:54.760722+00:00,290458664960,8948.0,33.92864,24.299,1.14931,0.115,-0.051,0.19962999,5.682495653443402,8700000.0,7534700000.0,True,,0.00115,2,0.7107142857142856,4,0.7857142857142857,0.9642857142857143,0.8571428571428572,0.07142857142857142,0.9285714285714286,0.6428571428571428,1.0,0.9285714285714286,0.8571428571428572,0.07142857142857142
19,BANKINDIA.NS,banking,2026-07-13T06:20:23.815805+00:00,652806979584,144.81,6.0298567,,0.12056,,0.101,0.31886,0.3623690818371102,1186258878464.0,899585454000.0,True,,,3,0.6946043494152047,3,0.8947368421052632,0.587171052631579,,0.5555555555555556,0.8947368421052632,,0.4375,0.7368421052631579,,0.5555555555555556
20,HINDZINC.NS,metals_mining,2026-07-13T06:22:50.914534+00:00,2248292171776,533.1,16.247328,10.049,0.76941,39.034,0.43,0.35115,1.731936895134562,88330002432.0,226290000000.0,True,,0.3903399999999999,4,0.6933333333333334,4,0.4666666666666667,1.0,0.4,0.8666666666666667,0.5333333333333333,0.4,1.0,1.0,0.4,0.8666666666666667
21,ITC.NS,fmcg,2026-07-13T06:22:28.311192+00:00,3511383490560,280.55,16.97456,12.188,0.2934,3.293,-0.05,0.26233,1.078695248616346,23993600000.0,725073000000.0,True,,0.03293,2,0.6871212121212121,4,0.9166666666666666,0.8181818181818181,0.75,0.08333333333333333,0.9166666666666666,0.9166666666666666,0.6363636363636364,1.0,0.75,0.08333333333333333
22,KAJARIACER.NS,consumer_durables_retail,2026-07-13T06:23:51.211856+00:00,198240206848,1244.5,40.709846,21.891,0.16499001,7.302,0.124,0.10049,1.5756757285733858,2285900032.0,30655800000.0,True,,0.07302,3,0.6835164835164835,4,0.75,0.6236263736263736,0.7142857142857143,0.6428571428571429,0.7857142857142857,0.7142857142857143,0.46153846153846156,0.7857142857142857,0.7142857142857143,0.6428571428571429
23,ABBOTINDIA.NS,pharma_healthcare,2026-07-13T06:22:18.562464+00:00,581274632192,27420.0,37.434654,29.339,0.34460998,3.602,0.065,0.22399001,1.4513561462782167,1719900032.0,47741900000.0,True,,0.0360199999999999,2,0.6833333333333333,4,0.5277777777777778,0.9722222222222222,0.7777777777777778,0.3888888888888889,0.6666666666666667,0.38888888888888884,1.0,0.9444444444444444,0.7777777777777778,0.3888888888888889
24,POLYCAB.NS,capital_goods,2026-07-13T06:23:16.907294+00:00,1400379146240,9315.0,52.589912,33.165,0.24580999,2.558,0.269,0.09251001,2.3541099294370955,3101910016.0,120085760000.0,True,,0.02558,2,0.6829411764705882,4,0.6176470588235294,0.7568627450980392,0.4117647058823529,0.9411764705882353,0.5882352941176471,0.6470588235294117,0.8666666666666667,0.6470588235294118,0.4117647058823529,0.9411764705882353
25,GHCL.NS,chemicals,2026-07-13T06:23:39.720354+00:00,40666902528,436.45,8.84646,4.216,0.13420999,2.345,0.012,0.15419,0.8614242437892745,833000000.0,35519200000.0,True,,0.02345,1,0.6818181818181818,4,0.9090909090909091,0.6363636363636364,0.8181818181818181,0.2727272727272727,0.9090909090909091,0.9090909090909091,0.5454545454545454,0.7272727272727273,0.8181818181818181,0.2727272727272727
26,GICRE.NS,insurance,2026-07-13T06:20:45.712529+00:00,638689280000,365.0,6.6094766,3.235,0.10686,,-0.013,0.18268,0.7641097251706209,0.0,704808200000.0,True,,,2,0.6812499999999999,3,0.8166666666666667,0.6,,0.6,0.8333333333333334,0.8,0.2,1.0,,0.6
27,BEL.NS,capital_goods,2026-07-13T06:23:12.242402+00:00,2992989011968,410.65,49.331326,36.619,0.27556,0.273,0.117,0.21956,1.150981874087837,654600000.0,239883100000.0,True,,0.00273,3,0.6811764705882353,4,0.5588235294117647,0.907843137254902,0.8235294117647058,0.38235294117647056,0.6470588235294117,0.47058823529411764,0.9333333333333333,0.8823529411764706,0.8235294117647058,0.38235294117647056
