acquisition_likelihood_rank,ticker,sector,acquisition_likelihood_sector_rank,acquisition_likelihood_score,likelihood_components_used,valuation_bucket_score,turnaround_potential_score,leverage_bucket_score,quality_bucket_score,composite_score,rank
1,SKFINDIA.NS,capital_goods,1,0.8561274509803921,3,0.9411764705882352,0.7401960784313726,0.8823529411764706,0.2598039215686274,0.5485294117647058,77
2,WHIRLPOOL.NS,consumer_durables_retail,1,0.7748626373626374,3,0.8214285714285714,0.815934065934066,0.6428571428571428,0.184065934065934,0.5445054945054945,80
3,ARE&M.NS,auto,1,0.7661764705882352,3,0.8823529411764706,0.6764705882352942,0.7058823529411764,0.3235294117647059,0.5735294117647058,68
4,GNFC.NS,chemicals,1,0.7613636363636365,3,0.8181818181818181,0.590909090909091,0.9090909090909092,0.409090909090909,0.640909090909091,44
5,AUROPHARMA.NS,pharma_healthcare,1,0.7305555555555556,3,0.8888888888888888,0.8333333333333334,0.3333333333333333,0.1666666666666666,0.4388888888888889,122
6,NCC.NS,infra_logistics_defense,1,0.7274999999999999,3,0.9045454545454544,0.759090909090909,0.4,0.2409090909090909,0.5145454545454545,91
7,HEIDELBERG.NS,cement,1,0.721875,3,0.6875,0.6517857142857143,0.875,0.3482142857142857,0.5857142857142857,63
8,CYIENT.NS,it,1,0.7176388888888889,3,0.6916666666666667,0.9027777777777778,0.5,0.0972222222222222,0.3533333333333333,164
9,CIPLA.NS,pharma_healthcare,2,0.7152777777777778,3,0.7222222222222222,0.5833333333333333,0.8888888888888888,0.4166666666666667,0.5416666666666667,82
10,CENTRALBK.NS,banking,1,0.6994152046783627,2,0.7894736842105263,0.5964912280701755,,0.4035087719298245,0.4751461988304093,106
11,GAIL.NS,energy_power,1,0.6972727272727273,3,0.4272727272727273,0.8545454545454546,0.9090909090909092,0.1454545454545454,0.4081818181818182,139
12,GHCL.NS,chemicals,2,0.6954545454545455,3,0.9090909090909092,0.36363636363636365,0.8181818181818181,0.6363636363636364,0.6818181818181818,22
13,BANKINDIA.NS,banking,2,0.6785964912280701,2,0.8947368421052632,0.43157894736842106,,0.5684210526315789,0.7014619883040936,18
14,MRF.NS,auto,2,0.6691176470588235,3,0.8529411764705882,0.5588235294117647,0.5294117647058824,0.4411764705882353,0.5529411764705882,75
15,ONGC.NS,energy_power,2,0.6677272727272727,3,0.7136363636363636,0.5727272727272728,0.7272727272727273,0.4272727272727272,0.5968181818181819,60
16,GLENMARK.NS,pharma_healthcare,3,0.6666666666666667,3,0.6666666666666666,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.5444444444444445,81
17,UCOBANK.NS,banking,3,0.6550877192982457,2,0.5789473684210527,0.7421052631578947,,0.2578947368421053,0.3554824561403509,162
18,GLAND.NS,pharma_healthcare,4,0.6472222222222223,3,0.6111111111111112,0.5555555555555556,0.8333333333333334,0.4444444444444444,0.65,38
19,DRREDDY.NS,pharma_healthcare,5,0.6444444444444445,3,0.8333333333333333,0.6111111111111112,0.3888888888888888,0.3888888888888888,0.4555555555555555,113
20,BAJAJHLDNG.NS,nbfc_financial_services,1,0.6425824175824175,3,0.2857142857142857,0.8461538461538463,0.9285714285714286,0.1538461538461538,0.3318681318681318,168
21,GICRE.NS,insurance,1,0.638888888888889,2,0.8333333333333334,0.41666666666666663,,0.5833333333333334,0.65625,34
22,IOC.NS,energy_power,3,0.6388636363636363,3,0.8545454545454545,0.4590909090909091,0.5454545454545454,0.5409090909090909,0.6640909090909091,29
23,BPCL.NS,energy_power,4,0.63,3,0.8590909090909091,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.7122727272727273,16
24,TECHM.NS,it,2,0.625,3,0.4166666666666667,0.8333333333333334,0.6666666666666667,0.1666666666666666,0.475,107
25,COALINDIA.NS,metals_mining,1,0.6225,3,0.9,0.27380952380952384,0.6666666666666667,0.7261904761904762,0.7545238095238096,7
26,MARUTI.NS,auto,3,0.6220588235294118,3,0.5294117647058824,0.5,0.9411764705882352,0.5,0.6382352941176471,46
27,SUPREMEIND.NS,capital_goods,2,0.6199754901960784,3,0.7941176470588235,0.44362745098039214,0.5882352941176471,0.5563725490196079,0.6404411764705883,45
28,MOTHERSON.NS,auto,4,0.6191176470588236,3,0.5294117647058822,0.911764705882353,0.3529411764705882,0.088235294117647,0.338235294117647,166
29,ITC.NS,fmcg,1,0.6178030303030304,3,0.9166666666666666,0.18181818181818188,0.75,0.8181818181818181,0.6871212121212121,20
30,BAJAJFINSV.NS,nbfc_financial_services,2,0.6120879120879121,3,0.3214285714285714,0.7692307692307693,0.8571428571428572,0.2307692307692307,0.4370879120879121,123
31,EXIDEIND.NS,auto,5,0.6117647058823529,3,0.3529411764705882,0.8823529411764706,0.6470588235294117,0.1176470588235294,0.2941176470588235,180
32,KAJARIACER.NS,consumer_durables_retail,2,0.6103021978021979,3,0.75,0.37637362637362637,0.7142857142857143,0.6236263736263736,0.6835164835164835,21
33,BANKBARODA.NS,banking,4,0.6033918128654971,2,0.736842105263158,0.4508771929824562,,0.5491228070175438,0.5655701754385964,71
34,EMAMILTD.NS,fmcg,2,0.6024621212121213,3,0.8333333333333334,0.3522727272727273,0.5833333333333333,0.6477272727272727,0.5943181818181819,61
35,DABUR.NS,fmcg,3,0.6022727272727273,3,0.7083333333333334,0.6136363636363638,0.4166666666666666,0.3863636363636363,0.5117424242424242,92
36,ACC.NS,cement,2,0.596875,3,0.875,0.2589285714285714,0.625,0.7410714285714286,0.8098214285714287,3
37,UPL.NS,chemicals,3,0.5954545454545455,3,0.6363636363636364,0.9090909090909091,0.0909090909090909,0.0909090909090909,0.4,144
38,HAVELLS.NS,capital_goods,3,0.5941176470588235,3,0.6470588235294117,0.7058823529411765,0.3529411764705882,0.2941176470588235,0.5058823529411764,93
39,JUBLFOOD.NS,consumer_durables_retail,3,0.5932692307692308,3,0.5714285714285714,0.48076923076923084,0.7857142857142857,0.5192307692307692,0.670054945054945,24
40,NATIONALUM.NS,metals_mining,2,0.5900000000000001,3,0.8,0.10476190476190483,0.9333333333333332,0.8952380952380952,0.7352380952380951,11
41,WIPRO.NS,it,3,0.5848611111111109,3,0.9083333333333332,0.5138888888888888,0.1666666666666666,0.4861111111111111,0.5349999999999999,87
42,CONCOR.NS,infra_logistics_defense,2,0.5840909090909091,3,0.6636363636363636,0.4818181818181818,0.6,0.5181818181818182,0.5472727272727272,78
43,IRCON.NS,infra_logistics_defense,2,0.5840909090909091,3,0.8090909090909091,0.6727272727272728,0.0999999999999999,0.3272727272727272,0.3972727272727273,146
44,NBCC.NS,infra_logistics_defense,4,0.5786363636363636,3,0.5181818181818182,0.4181818181818182,0.9,0.5818181818181818,0.5645454545454546,72
45,HEROMOTOCO.NS,auto,6,0.5720588235294117,3,0.8235294117647058,0.1470588235294118,0.7647058823529411,0.8529411764705882,0.8147058823529412,2
46,SBIN.NS,banking,5,0.5709941520467836,2,0.631578947368421,0.5017543859649123,,0.4982456140350877,0.5486842105263158,76
47,HCLTECH.NS,it,4,0.5708333333333334,3,0.6666666666666667,0.33333333333333337,0.75,0.6666666666666666,0.6000000000000001,57
48,HAL.NS,capital_goods,4,0.5703431372549019,3,0.7647058823529411,0.08333333333333315,0.9411764705882352,0.9166666666666669,0.7279411764705882,13
49,MANAPPURAM.NS,nbfc_financial_services,3,0.5684065934065934,3,0.3571428571428571,0.8076923076923077,0.5714285714285714,0.1923076923076923,0.4648351648351648,110
50,LT.NS,capital_goods,5,0.5656862745098039,3,0.8823529411764706,0.607843137254902,0.0,0.392156862745098,0.4470588235294117,119
51,SAIL.NS,metals_mining,3,0.5624999999999999,3,0.4666666666666667,0.930952380952381,0.1999999999999999,0.069047619047619,0.254047619047619,189
52,JSL.NS,metals_mining,4,0.5616666666666668,3,0.6000000000000001,0.5857142857142859,0.4666666666666667,0.4142857142857142,0.4909523809523809,98
53,AMBUJACEM.NS,cement,3,0.559375,3,0.5625,0.4196428571428572,0.75,0.5803571428571428,0.6178571428571429,50
54,LICHSGFIN.NS,nbfc_financial_services,4,0.557967032967033,3,0.8571428571428572,0.46153846153846145,0.2142857142857143,0.5384615384615385,0.5329670329670331,88
55,NMDC.NS,metals_mining,5,0.5541666666666667,3,0.7666666666666667,0.27857142857142847,0.6,0.7214285714285715,0.7664285714285715,6
56,IPCALAB.NS,pharma_healthcare,6,0.5527777777777778,3,0.5,0.6111111111111112,0.5555555555555556,0.3888888888888889,0.4444444444444444,120
57,HINDALCO.NS,metals_mining,6,0.5508333333333334,3,0.6,0.7928571428571429,0.1333333333333333,0.2071428571428571,0.4154761904761904,136
58,PNB.NS,banking,6,0.5474853801169591,2,0.6842105263157895,0.3912280701754386,,0.6087719298245614,0.6515350877192982,37
59,DALBHARAT.NS,cement,4,0.546875,3,0.5625,0.7410714285714286,0.25,0.2589285714285714,0.3464285714285713,165
60,COLPAL.NS,fmcg,4,0.5416666666666666,3,0.7083333333333334,0.08333333333333315,0.9166666666666666,0.9166666666666669,0.8041666666666667,4
61,PFC.NS,nbfc_financial_services,5,0.5414835164835164,3,0.9285714285714286,0.23076923076923073,0.3571428571428571,0.7692307692307693,0.6093406593406593,53
62,PGHH.NS,consumer_durables_retail,4,0.5410714285714285,3,0.7857142857142857,0.03571428571428559,0.8571428571428572,0.9642857142857144,0.7107142857142856,17
63,ZEEL.NS,telecom_media,1,0.5387500000000001,3,0.2,0.775,0.75,0.225,0.3175,172
64,CHAMBLFERT.NS,chemicals,4,0.5386363636363637,3,0.7272727272727273,0.31818181818181823,0.5454545454545454,0.6818181818181818,0.6590909090909092,31
65,SBICARD.NS,nbfc_financial_services,6,0.5351648351648352,3,0.2857142857142857,0.6923076923076923,0.7142857142857143,0.3076923076923077,0.4351648351648351,124
66,HINDUNILVR.NS,fmcg,5,0.5350378787878788,3,0.5416666666666666,0.31439393939393945,0.8333333333333334,0.6856060606060606,0.6015151515151516,56
67,CANBK.NS,banking,7,0.5330994152046785,2,0.9473684210526316,0.05964912280701762,,0.9403508771929824,0.7217836257309941,14
68,POLYCAB.NS,capital_goods,6,0.5294117647058824,3,0.7058823529411764,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.6588235294117646,32
69,SHRIRAMFIN.NS,nbfc_financial_services,7,0.5293956043956044,3,0.4285714285714286,0.46153846153846156,0.7857142857142857,0.5384615384615384,0.5758241758241758,67
70,RELAXO.NS,consumer_durables_retail,5,0.5221153846153846,3,0.5,0.5631868131868132,0.5,0.4368131868131868,0.481043956043956,103
71,BATAINDIA.NS,consumer_durables_retail,6,0.5211538461538461,3,0.6428571428571428,0.7032967032967032,0.0714285714285714,0.2967032967032967,0.3818681318681318,153
72,ALKEM.NS,pharma_healthcare,7,0.5208333333333334,3,0.7222222222222223,0.3055555555555556,0.5,0.6944444444444444,0.6472222222222223,41
73,BANDHANBNK.NS,banking,8,0.5109941520467836,2,0.2105263157894736,0.8543859649122807,,0.1456140350877193,0.3696637426900584,158
74,RELIANCE.NS,energy_power,5,0.509090909090909,3,0.3636363636363636,0.4545454545454546,0.8181818181818181,0.5454545454545454,0.6363636363636364,47
75,VEDL.NS,metals_mining,7,0.5083333333333334,3,0.8,0.3476190476190477,0.2666666666666667,0.6523809523809523,0.5023809523809524,96
76,GILLETTE.NS,consumer_durables_retail,7,0.5027472527472527,3,0.6428571428571428,0.038461538461538436,0.9285714285714286,0.9615384615384616,0.7384615384615384,10
77,OBEROIRLTY.NS,realty,1,0.49583333333333335,3,0.75,0.08333333333333315,0.6666666666666667,0.9166666666666669,0.7333333333333333,12
78,TIMKEN.NS,capital_goods,7,0.4947303921568627,3,0.4117647058823529,0.4387254901960784,0.7058823529411764,0.5612745098039216,0.5389705882352941,83
79,LICI.NS,insurance,2,0.49166666666666675,3,0.6666666666666667,0.16666666666666674,0.6666666666666667,0.8333333333333333,0.75,8
80,COROMANDEL.NS,chemicals,5,0.48863636363636365,3,0.5,0.5,0.4545454545454546,0.5,0.5727272727272728,69
81,GODREJPROP.NS,realty,2,0.48750000000000004,3,0.75,0.41666666666666674,0.1666666666666666,0.5833333333333333,0.5999999999999999,58
82,BIOCON.NS,pharma_healthcare,8,0.4833333333333333,3,0.2777777777777778,0.9444444444444445,0.1666666666666666,0.0555555555555555,0.1666666666666666,195
