rank,ticker,sector,sector_rank,composite_score,trailing_pe,trailing_pe_vs_sector_median,valuation_label,return_on_equity,net_margin,asset_turnover,equity_multiplier,dupont_implied_roe,dupont_vs_reported_roe_gap
1,HEROMOTOCO.NS,auto,1,0.8323529411764705,17.482817,0.0,in line with sector,0.28027,0.12109999,2.1770383768779045,1.0360280957411414,0.2731377485358823,-0.007132251464117723
2,ACC.NS,cement,1,0.83125,11.750942,0.0,in line with sector,0.109280005,0.082959995,1.2187217464845206,1.0208563860998299,0.10321383803971876,-0.006066166960281241
3,UNIONBANK.NS,banking,1,0.805921052631579,6.3031425,0.0,in line with sector,0.15798001,0.40460998,0.4405326153885003,1.0,0.1782438927016888,0.0202638827016888
4,IOB.NS,banking,2,0.798611111111111,11.369128,5.0659855,rich vs sector,0.16525999,0.36560002,0.4979208850448562,2.277076136201111,0.41451867917900564,0.24925868917900565
5,PNB.NS,banking,3,0.7811586257309941,5.7310486,-0.5720938999999996,in line with sector,0.15224,0.38147,0.4175437957776446,1.0421177330895015,0.16598896248719064,0.013748962487190652
6,LUPIN.NS,pharma_healthcare,1,0.7772875816993464,20.575472,0.0,in line with sector,0.26907,0.19073999,1.2244836684519564,1.2947300578975574,0.3023945663267333,0.03332456632673331
7,COLPAL.NS,fmcg,1,0.7750000000000001,42.739193,0.0,in line with sector,0.81593,0.21959999,3.777244004519888,1.0299284771890842,0.8543079010511583,0.038377901051158236
8,NMDC.NS,metals_mining,1,0.7664285714285715,9.761682,0.650833500000001,in line with sector,0.23363,0.23231001,0.941535414635464,1.1880907738724862,0.2598688394849135,0.026238839484913512
9,COALINDIA.NS,metals_mining,2,0.7545238095238096,8.460015,-0.6508334999999992,in line with sector,0.28124002,0.18465,1.4139217823847143,1.1181527758057912,0.2919280614649509,0.010688041464950948
10,LICI.NS,insurance,1,0.75,9.27565,0.0,in line with sector,0.40769002,0.06321,5.485817586263247,1.0043142523323474,0.34825453342290746,-0.05943548657709252
