ticker,sector,rank,naive_rank,composite_score,trailing_pe
UNIONBANK.NS,banking,1,9.0,0.8898026315789472,6.2415714
HEROMOTOCO.NS,auto,2,44.0,0.8147058823529412,17.135727
ACC.NS,cement,3,28.0,0.8098214285714287,12.091451
COLPAL.NS,fmcg,4,120.0,0.8041666666666667,40.987354
LUPIN.NS,pharma_healthcare,5,56.0,0.7777777777777778,21.459816
LICI.NS,insurance,6,19.0,0.7708333333333334,9.652329
NMDC.NS,metals_mining,7,20.0,0.76,9.930788
COALINDIA.NS,metals_mining,8,15.0,0.7566666666666666,8.46664
IRCTC.NS,infra_logistics_defense,9,80.0,0.7468181818181819,28.741497
HAL.NS,capital_goods,10,96.0,0.7386877828054298,32.573643
GILLETTE.NS,consumer_durables_retail,11,140.0,0.7384615384615384,47.61905
NATIONALUM.NS,metals_mining,12,22.0,0.7366666666666667,10.605305
OBEROIRLTY.NS,realty,13,71.0,0.7333333333333333,26.953058
CANBK.NS,banking,14,7.0,0.722564875730994,5.7528763
MUTHOOTFIN.NS,nbfc_financial_services,15,25.0,0.718131868131868,11.338466
BPCL.NS,energy_power,16,4.0,0.7136363636363636,5.215702
PGHH.NS,consumer_durables_retail,17,99.0,0.7107142857142856,33.099903
BANKINDIA.NS,banking,18,8.0,0.7084932383040935,6.020605
HINDZINC.NS,metals_mining,19,40.0,0.6933333333333334,15.94923
ITC.NS,fmcg,20,43.0,0.6871212121212121,16.919832
KAJARIACER.NS,consumer_durables_retail,21,118.0,0.6835164835164835,40.414085
GHCL.NS,chemicals,22,16.0,0.6818181818181818,8.645605
ABBOTINDIA.NS,pharma_healthcare,23,113.0,0.675,38.421505
PNB.NS,banking,24,13.0,0.6708927266081871,6.573648
BEL.NS,capital_goods,25,141.0,0.6708144796380091,49.035927
JUBLFOOD.NS,consumer_durables_retail,26,178.0,0.670054945054945,73.57143
INDUSTOWER.NS,telecom_media,27,37.0,0.67,14.889298
TCS.NS,it,28,41.0,0.6691666666666667,16.000282
IOC.NS,energy_power,29,2.0,0.6681818181818181,4.637971
POLYCAB.NS,capital_goods,30,138.0,0.6676470588235294,46.683876
BAJAJ-AUTO.NS,auto,31,70.0,0.6676470588235294,26.881693
ICICIGI.NS,insurance,32,100.0,0.6666666666666666,33.3168
IDEA.NS,telecom_media,33,1.0,0.6625,4.3207545
CHAMBLFERT.NS,chemicals,34,18.0,0.6590909090909092,9.363149
IOB.NS,banking,35,29.0,0.6563642178362573,12.537036
GICRE.NS,insurance,36,12.0,0.65625,6.5722585
CUMMINSIND.NS,capital_goods,37,168.0,0.6529411764705882,64.09412
GLAND.NS,pharma_healthcare,38,114.0,0.65,39.360332
TATAELXSI.NS,it,39,102.0,0.6483333333333333,33.668427
MAZDOCK.NS,infra_logistics_defense,40,109.0,0.6472727272727273,36.9003
ALKEM.NS,pharma_healthcare,41,85.0,0.6472222222222223,29.674082
EICHERMOT.NS,auto,42,110.0,0.6470588235294118,36.90052
INFY.NS,it,43,34.0,0.6416666666666666,14.34646
GNFC.NS,chemicals,44,17.0,0.640909090909091,9.328261
MARUTI.NS,auto,45,84.0,0.6382352941176471,29.541563
ADANIPORTS.NS,infra_logistics_defense,46,94.0,0.6336363636363636,31.3496
HINDCOPPER.NS,metals_mining,47,144.0,0.63,51.012592
SUPREMEIND.NS,capital_goods,48,139.0,0.6278280542986425,46.94695
NTPC.NS,energy_power,49,23.0,0.6272727272727273,11.248767
AMBUJACEM.NS,cement,50,61.0,0.6178571428571429,23.03046
SUNPHARMA.NS,pharma_healthcare,51,119.0,0.611111111111111,40.447887
PFC.NS,nbfc_financial_services,52,3.0,0.6101648351648351,5.157325
ONGC.NS,energy_power,53,14.0,0.6090909090909091,7.4913664
PAGEIND.NS,consumer_durables_retail,54,160.0,0.6090659340659341,58.352955
M&M.NS,auto,55,54.0,0.6058823529411765,20.492458
HINDUNILVR.NS,fmcg,56,135.0,0.6015151515151516,46.292377
HCLTECH.NS,it,57,46.0,0.6000000000000001,18.48457
GODREJPROP.NS,realty,58,103.0,0.5999999999999999,34.014565
ICICIBANK.NS,banking,59,49.0,0.5972222222222221,18.976482
HUDCO.NS,nbfc_financial_services,60,21.0,0.5956043956043956,10.075968
EMAMILTD.NS,fmcg,61,62.0,0.5943181818181819,23.08061
BANKBARODA.NS,banking,62,10.0,0.5915570175438596,6.4675055
HEIDELBERG.NS,cement,63,72.0,0.5857142857142857,26.955557
SHRIRAMFIN.NS,nbfc_financial_services,64,51.0,0.5807692307692308,19.427444
LALPATHLAB.NS,pharma_healthcare,65,154.0,0.5805555555555555,55.966835
RECLTD.NS,nbfc_financial_services,66,6.0,0.5804945054945054,5.65626
RELIANCE.NS,energy_power,67,58.0,0.5772727272727273,21.739557
ENDURANCE.NS,auto,68,117.0,0.5764705882352941,40.363316
ARE&M.NS,auto,69,47.0,0.5735294117647058,18.537283
COROMANDEL.NS,chemicals,70,91.0,0.5727272727272728,30.66938
NBCC.NS,infra_logistics_defense,71,108.0,0.5645454545454546,36.56015
GRINDWELL.NS,capital_goods,72,167.0,0.5567873303167421,63.290867
TIMKEN.NS,capital_goods,73,155.0,0.5547511312217195,56.831253
