rank,ticker,sector,sector_rank,composite_score,trailing_pe,trailing_pe_vs_sector_median,valuation_label,return_on_equity,net_margin,asset_turnover,equity_multiplier,dupont_implied_roe,dupont_vs_reported_roe_gap
1,NATIONALUM.NS,metals_mining,1,0.851190476190476,11.390134,1.5869350000000004,rich vs sector,,0.34908,0.9357920950001796,1.0033602091944933,0.3277639716426509,
2,BEL.NS,capital_goods,1,0.8367851307189542,47.852028,0.0,in line with sector,,0.21403,1.150981874087837,1.002728829167207,0.24701688297851962,
3,GNFC.NS,chemicals,1,0.831060606060606,7.592514,0.0,in line with sector,,0.12403,0.8527701590784421,1.0,0.10576908283049917,
4,KAJARIACER.NS,consumer_durables_retail,1,0.8286713286713288,34.01224,0.0,in line with sector,,0.107980005,1.5756757285733858,1.0745666409619061,0.1828283511833621,
5,IOB.NS,banking,1,0.8183479532163742,11.496644,2.3533515000000005,rich vs sector,0.16525999,0.36560002,0.4979208850448562,2.277076136201111,0.41451867917900564,0.24925868917900565
6,UNIONBANK.NS,banking,2,0.8098086124401914,6.789941,-2.3533514999999996,cheap vs sector,0.15798001,0.40460998,0.4405326153885003,1.0,0.1782438927016888,0.0202638827016888
7,HEROMOTOCO.NS,auto,1,0.7885714285714286,21.052439,0.0,in line with sector,,0.10724,2.1770383768779045,1.0360280957411414,0.24187691636463401,
8,OBEROIRLTY.NS,realty,1,0.7750000000000001,24.570875,0.0,in line with sector,,0.41592997,0.3352967120483635,1.1576528063465412,0.16144620409191562,
9,COALINDIA.NS,metals_mining,2,0.761904761904762,8.216264,-1.5869349999999987,cheap vs sector,,0.18138,1.4139217823847143,1.1181527758057912,0.2867582550149624,
10,IRCTC.NS,infra_logistics_defense,1,0.7536363636363635,29.847878,0.0,in line with sector,0.34959,0.26721,1.2103574830708552,1.0187362920631446,0.32947930756780575,-0.020110692432194266
