acquisition_likelihood_rank,ticker,sector,acquisition_likelihood_sector_rank,acquisition_likelihood_score,likelihood_components_used,valuation_bucket_score,turnaround_potential_score,leverage_bucket_score,quality_bucket_score,composite_score,rank
1,SKFINDIA.NS,capital_goods,1,0.8449019607843137,3,0.9393382352941176,0.7055555555555556,0.8888888888888888,0.2944444444444444,0.5590236928104575,71
2,HEIDELBERG.NS,cement,1,0.7928571428571429,3,0.6696428571428572,0.875,0.875,0.125,0.4883928571428572,97
3,BPCL.NS,energy_power,1,0.788888888888889,3,0.7777777777777778,0.8888888888888888,0.6666666666666667,0.1111111111111111,0.6000000000000001,52
4,ONGC.NS,energy_power,2,0.7833333333333333,3,0.8888888888888888,0.6666666666666667,0.7777777777777778,0.3333333333333333,0.6777777777777777,28
5,WHIRLPOOL.NS,consumer_durables_retail,1,0.776923076923077,3,0.7692307692307692,0.8461538461538463,0.6923076923076923,0.1538461538461538,0.5461538461538461,79
6,ARE&M.NS,auto,1,0.7640476190476191,3,0.8976190476190476,0.6333333333333333,0.7333333333333334,0.3666666666666667,0.5792857142857143,60
7,GLENMARK.NS,pharma_healthcare,1,0.7558823529411764,3,0.7647058823529411,0.8235294117647058,0.6470588235294117,0.1764705882352941,0.5647058823529412,70
8,GNFC.NS,chemicals,1,0.7386363636363636,3,0.9090909090909092,0.41666666666666663,0.9166666666666666,0.5833333333333334,0.831060606060606,3
9,CENTRALBK.NS,banking,1,0.7012759170653909,2,0.7894736842105263,0.6004784688995216,,0.3995215311004784,0.4736509835194045,108
10,CYIENT.NS,it,1,0.6964646464646465,3,0.6616161616161615,0.9090909090909091,0.4545454545454546,0.0909090909090909,0.4803030303030303,102
11,DRREDDY.NS,pharma_healthcare,2,0.6943627450980393,3,0.7647058823529411,0.857843137254902,0.3529411764705882,0.142156862745098,0.3544117647058823,158
12,BANKINDIA.NS,banking,2,0.693939393939394,2,0.9473684210526316,0.40430622009569384,,0.5956937799043062,0.7314261031366294,16
13,UCOBANK.NS,banking,3,0.692822966507177,2,0.5789473684210527,0.8229665071770336,,0.1770334928229665,0.5334928229665071,83
14,BANKBARODA.NS,banking,4,0.6909090909090909,2,0.6842105263157895,0.6985645933014354,,0.3014354066985646,0.5085061137692717,88
15,CIPLA.NS,pharma_healthcare,3,0.6882352941176471,3,0.7058823529411764,0.5294117647058825,0.8823529411764706,0.4705882352941176,0.5529411764705883,75
16,NCC.NS,infra_logistics_defense,1,0.6875757575757576,3,0.9083333333333332,0.6666666666666667,0.3636363636363636,0.3333333333333333,0.5285606060606061,86
17,AUROPHARMA.NS,pharma_healthcare,4,0.6823529411764706,3,0.8529411764705882,0.7647058823529412,0.2941176470588235,0.2352941176470588,0.4676470588235293,109
18,CROMPTON.NS,capital_goods,2,0.6666666666666667,2,,0.9444444444444445,0.2777777777777778,0.0555555555555555,0.2142857142857143,186
19,BAJAJFINSV.NS,nbfc_financial_services,1,0.6631410256410257,3,0.3269230769230769,0.9166666666666667,0.8461538461538461,0.0833333333333333,0.3692307692307692,154
20,TECHM.NS,it,2,0.6474747474747475,3,0.5050505050505051,0.8181818181818182,0.6363636363636364,0.1818181818181818,0.4787878787878789,104
21,COALINDIA.NS,metals_mining,1,0.6414285714285715,3,0.8952380952380953,0.33333333333333337,0.6666666666666667,0.6666666666666666,0.761904761904762,9
22,GHCL.NS,chemicals,2,0.6412878787878789,3,0.8636363636363635,0.25,0.8333333333333334,0.75,0.7007575757575757,25
23,KAJARIACER.NS,consumer_durables_retail,2,0.6395104895104895,3,0.916083916083916,0.23076923076923073,0.7692307692307692,0.7692307692307693,0.8286713286713288,4
