rank,ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio,sector_rank,composite_score,buckets_used,valuation_bucket_score,quality_bucket_score,leverage_bucket_score,growth_bucket_score,trailing_pe_score,ev_to_ebitda_score,return_on_equity_score,net_margin_score,debt_to_equity_ratio_score,revenue_growth_score
1,NATIONALUM.NS,metals_mining,2026-09-16T08:20:28.744087+00:00,652187992064,355.1,9.949566,6.077,,0.277,0.393,0.34908,0.8206567297931698,598300032.0,216037100000.0,True,,0.00277,1,0.8666666666666667,4,0.8,0.9333333333333333,0.9333333333333333,0.8,0.8,0.8,,0.9333333333333333,0.9333333333333333,0.8
2,UNIONBANK.NS,banking,2026-09-16T08:19:23.055695+00:00,1359545237504,178.1,6.7055726,,0.15798001,,,0.40460998,0.4405326153885003,,1334472821000.0,True,,,1,0.8098086124401914,2,0.736842105263158,0.8827751196172249,,,0.736842105263158,,0.8181818181818182,0.9473684210526315,,
3,IOB.NS,banking,2026-09-16T08:19:26.773333+00:00,617943990272,32.09,10.768456,,0.16525999,,0.481,0.36560002,0.4979208850448562,472398987264.0,369906675000.0,True,,,2,0.798611111111111,3,0.5789473684210527,0.9210526315789473,,0.9444444444444444,0.5789473684210527,,1.0,0.8421052631578947,,0.9444444444444444
4,HEROMOTOCO.NS,auto,2026-09-16T08:19:47.750792+00:00,1049440354304,5243.5,19.481703,12.807,,3.57,0.349,0.10724,2.1770383768779045,7786100224.0,216111900000.0,True,,0.0356999999999999,1,0.7985294117647059,4,0.772875816993464,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8235294117647058,0.7222222222222222,,0.7777777777777778,0.7777777777777778,0.8888888888888888
5,KAJARIACER.NS,consumer_durables_retail,2026-09-16T08:21:12.684613+00:00,190394515456,1211.6,35.282467,19.943,,7.302,0.204,0.107980005,1.5738065879866123,2285900032.0,30655800000.0,True,,0.07302,1,0.7964285714285715,4,0.8214285714285714,0.7857142857142857,0.7142857142857143,0.8571428571428571,0.8571428571428572,0.7857142857142857,,0.7857142857142857,0.7142857142857143,0.8571428571428571
6,COALINDIA.NS,metals_mining,2026-09-16T08:20:24.750723+00:00,2603752882176,422.5,8.497586,5.308,,11.629,0.451,0.18138,1.3972722103723914,140721799168.0,1191015600000.0,True,,0.1162899999999999,2,0.7766666666666666,4,0.9,0.6666666666666666,0.6666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,,0.6666666666666666,0.6666666666666667,0.8666666666666667
7,OBEROIRLTY.NS,realty,2026-09-16T08:21:31.502527+00:00,621541654528,1709.4,24.688044,16.832,,15.765,0.317,0.41592997,0.3352967120483635,28253941760.0,179216231000.0,True,,0.15765,1,0.7750000000000001,4,0.75,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.6666666666666667,,0.8333333333333334,0.6666666666666667,0.8333333333333334
8,GNFC.NS,chemicals,2026-09-16T08:21:02.450202+00:00,79781445632,542.95,8.002212,4.953,,0.066,0.398,0.12331,0.8481865455502896,60000000.0,91152000000.0,True,,0.00066,1,0.7727272727272727,4,0.8257575757575757,0.5833333333333334,0.9166666666666666,0.8333333333333334,0.8181818181818181,0.8333333333333334,,0.5833333333333334,0.9166666666666666,0.8333333333333334
9,HAL.NS,capital_goods,2026-09-16T08:20:44.237238+00:00,3134213849088,4686.5,35.14699,33.491,,0.16,0.144,0.27591,0.7746313940750155,658200000.0,410411200000.0,True,,0.0016,1,0.7684640522875817,4,0.6356209150326797,1.0,0.9444444444444444,0.4444444444444444,0.8823529411764706,0.38888888888888884,,1.0,0.9444444444444444,0.4444444444444444
10,BEL.NS,capital_goods,2026-09-16T08:20:45.084048+00:00,2838386966528,388.3,48.781406,33.145,,0.273,0.249,0.21403,1.1170636864372687,654600000.0,239883100000.0,True,,0.00273,2,0.765032679738562,4,0.45751633986928103,0.9444444444444444,0.8333333333333334,0.8888888888888888,0.47058823529411764,0.4444444444444444,,0.9444444444444444,0.8333333333333334,0.8888888888888888
