rank,ticker,sector,sector_rank,composite_score,trailing_pe,trailing_pe_vs_sector_median,valuation_label,return_on_equity,net_margin,asset_turnover,equity_multiplier,dupont_implied_roe,dupont_vs_reported_roe_gap
1,NATIONALUM.NS,metals_mining,1,0.8666666666666667,9.745508,0.7547249999999988,in line with sector,,0.34908,0.8206567297931698,1.0027694318799873,0.2872682238220279,
2,HEROMOTOCO.NS,auto,1,0.8011904761904762,19.147707,0.0,in line with sector,,0.10724,2.1770383768779045,1.0360280957411414,0.24187691636463401,
3,KAJARIACER.NS,consumer_durables_retail,1,0.7961538461538462,35.144356,-0.004708999999998298,in line with sector,,0.107980005,1.5738065879866123,1.0745666409619061,0.18261147160248598,
4,IOB.NS,banking,1,0.7796052631578948,10.795301,0.0,in line with sector,0.16525999,0.36560002,0.4979208850448562,2.277076136201111,0.41451867917900564,0.24925868917900565
5,COALINDIA.NS,metals_mining,2,0.7766666666666666,8.236058,-0.7547250000000005,in line with sector,,0.18138,1.3972722103723914,1.1181527758057912,0.28338154614995914,
6,OBEROIRLTY.NS,realty,1,0.7750000000000001,24.228271,0.0,in line with sector,,0.41592997,0.3352967120483635,1.1576528063465412,0.16144620409191562,
7,GNFC.NS,chemicals,1,0.7727272727272727,7.7339873,0.0,in line with sector,,0.12331,0.8481865455502896,1.0006582411795681,0.10465872829971813,
8,BEL.NS,capital_goods,1,0.7655228758169934,46.2239,5.6736185000000035,in line with sector,,0.21403,1.1170636864372687,1.002728829167207,0.23973756331385174,
9,HAL.NS,capital_goods,2,0.7601307189542484,34.876663,-5.673618499999996,in line with sector,,0.27591,0.7746313940750155,1.0016037574023322,0.21407131668008478,
10,GILLETTE.NS,consumer_durables_retail,2,0.7576923076923077,35.153774,0.004708999999998298,in line with sector,,0.21035999,3.269158839005526,1.0000211320435743,0.6877147531926436,
