acquisition_likelihood_rank,ticker,sector,acquisition_likelihood_sector_rank,acquisition_likelihood_score,likelihood_components_used,valuation_bucket_score,turnaround_potential_score,leverage_bucket_score,quality_bucket_score,composite_score,rank
1,SKFINDIA.NS,capital_goods,1,0.8561274509803921,3,0.9411764705882352,0.7401960784313726,0.8823529411764706,0.2598039215686274,0.5485294117647058,72
2,WHIRLPOOL.NS,consumer_durables_retail,1,0.8227564102564104,3,0.9230769230769232,0.8012820512820513,0.6923076923076923,0.1987179487179487,0.5980769230769232,57
3,BPCL.NS,energy_power,1,0.788888888888889,3,0.7777777777777778,0.8888888888888888,0.6666666666666667,0.1111111111111111,0.6000000000000001,52
4,ARE&M.NS,auto,1,0.7703296703296705,3,0.8928571428571429,0.6703296703296704,0.7142857142857143,0.3296703296703296,0.581043956043956,63
5,BANKINDIA.NS,banking,1,0.7345029239766082,2,0.9473684210526316,0.49122807017543857,,0.5087719298245614,0.6293859649122807,39
6,GNFC.NS,chemicals,1,0.7325757575757577,3,0.7727272727272727,0.5606060606060608,0.9090909090909092,0.4393939393939393,0.6181818181818182,48
7,AUROPHARMA.NS,pharma_healthcare,1,0.7220588235294116,3,0.9117647058823528,0.8109243697478992,0.2941176470588235,0.1890756302521008,0.4243697478991596,128
8,NCC.NS,infra_logistics_defense,1,0.7216666666666666,3,0.9045454545454544,0.7424242424242424,0.4,0.2575757575757575,0.5195454545454545,81
9,ONGC.NS,energy_power,2,0.7172222222222222,3,0.8888888888888888,0.47777777777777786,0.7777777777777778,0.5222222222222221,0.6900000000000001,22
10,DRREDDY.NS,pharma_healthcare,2,0.7125,3,0.7941176470588235,0.8760504201680673,0.3529411764705882,0.1239495798319327,0.3577731092436975,154
11,CENTRALBK.NS,banking,2,0.7065789473684211,2,0.7894736842105263,0.611842105263158,,0.3881578947368421,0.4693896198830408,107
12,CYIENT.NS,it,1,0.6964646464646465,3,0.6616161616161615,0.9090909090909091,0.4545454545454546,0.0909090909090909,0.4803030303030303,98
13,BANKBARODA.NS,banking,3,0.6944444444444445,2,0.6842105263157895,0.7061403508771931,,0.293859649122807,0.5195540935672514,80
14,CIPLA.NS,pharma_healthcare,3,0.6882352941176471,3,0.7058823529411764,0.5294117647058825,0.8823529411764706,0.4705882352941176,0.5529411764705883,71
15,ACC.NS,cement,1,0.68125,3,0.875,0.5,0.625,0.5,0.5625,68
16,GAIL.NS,energy_power,3,0.6761111111111111,3,0.4444444444444444,0.7888888888888889,0.8888888888888888,0.2111111111111111,0.4411111111111111,119
17,GHCL.NS,chemicals,2,0.6742424242424243,3,0.9090909090909092,0.303030303030303,0.8181818181818181,0.696969696969697,0.7000000000000001,20
18,UCOBANK.NS,banking,4,0.6665204678362573,2,0.5263157894736843,0.8267543859649122,,0.1732456140350877,0.5123355263157895,87
19,GLENMARK.NS,pharma_healthcare,4,0.6625,3,0.6470588235294117,0.6911764705882353,0.6470588235294117,0.3088235294117647,0.5102941176470588,88
20,HEIDELBERG.NS,cement,2,0.646875,3,0.6875,0.4375,0.875,0.5625,0.625,45
21,KAJARIACER.NS,consumer_durables_retail,2,0.6432692307692308,3,0.8076923076923077,0.3653846153846154,0.7692307692307692,0.6346153846153846,0.7250000000000001,13
22,BAJAJHLDNG.NS,nbfc_financial_services,1,0.6402097902097903,3,0.3076923076923077,0.8181818181818182,0.9230769230769232,0.1818181818181818,0.3468531468531469,157
23,GICRE.NS,insurance,1,0.638888888888889,2,0.8333333333333334,0.41666666666666663,,0.5833333333333334,0.6145833333333334,49
