rank,ticker,sector,sector_rank,composite_score,trailing_pe,trailing_pe_vs_sector_median,valuation_label,return_on_equity,net_margin,asset_turnover,equity_multiplier,dupont_implied_roe,dupont_vs_reported_roe_gap
1,HEROMOTOCO.NS,auto,1,0.8323529411764705,17.482817,0.0,in line with sector,0.28027,0.12109999,2.1770383768779045,1.0360280957411414,0.2731377485358823,-0.007132251464117723
2,UNIONBANK.NS,banking,1,0.805921052631579,6.3054733,0.0,in line with sector,0.15798001,0.40460998,0.4405326153885003,1.0,0.1782438927016888,0.0202638827016888
3,IOB.NS,banking,2,0.798611111111111,11.369128,5.0636547,rich vs sector,0.16525999,0.36560002,0.4979208850448562,2.277076136201111,0.41451867917900564,0.24925868917900565
4,HINDZINC.NS,metals_mining,1,0.78,13.173601,3.3081940000000003,rich vs sector,,0.37589002,1.731936895134562,1.0,0.6510177941508684,
5,COLPAL.NS,fmcg,1,0.7750000000000001,42.739193,0.0,in line with sector,0.81593,0.21959999,3.777244004519888,1.0299284771890842,0.8543079010511583,0.038377901051158236
6,LUPIN.NS,pharma_healthcare,1,0.7729861111111112,20.36687,0.0,in line with sector,0.26907,0.19073999,1.2244836684519564,1.2947300578975574,0.3023945663267333,0.03332456632673331
7,COALINDIA.NS,metals_mining,2,0.7563170163170163,8.46672,-1.398686999999999,in line with sector,0.28124002,0.18465,1.4139217823847143,1.1181527758057912,0.2919280614649509,0.010688041464950948
8,IRCTC.NS,infra_logistics_defense,1,0.7536363636363638,28.40218,0.0,in line with sector,0.34959,0.26721,1.2103574830708552,1.0187362920631446,0.32947930756780575,-0.020110692432194266
9,PNB.NS,banking,3,0.747532894736842,5.742976,-0.5624973000000004,in line with sector,0.14965999,0.38147,0.4175437957776446,1.0421177330895015,0.16598896248719064,0.016328972487190646
10,NMDC.NS,metals_mining,3,0.7444289044289044,9.865407,0.0,in line with sector,0.23363,0.23231001,0.941535414635464,1.1880907738724862,0.2598688394849135,0.026238839484913512
