acquisition_likelihood_rank,ticker,sector,acquisition_likelihood_sector_rank,acquisition_likelihood_score,likelihood_components_used,valuation_bucket_score,turnaround_potential_score,leverage_bucket_score,quality_bucket_score,composite_score,rank
1,SKFINDIA.NS,capital_goods,1,0.8605882352941177,3,0.9411764705882352,0.7529411764705883,0.8823529411764706,0.2470588235294117,0.5447058823529412,80
2,ARE&M.NS,auto,1,0.7779411764705881,3,0.9117647058823528,0.6764705882352942,0.7058823529411764,0.3235294117647059,0.5705882352941176,71
3,WHIRLPOOL.NS,consumer_durables_retail,1,0.7767857142857143,3,0.8214285714285714,0.8214285714285715,0.6428571428571428,0.1785714285714285,0.5428571428571428,82
4,GNFC.NS,chemicals,1,0.7613636363636365,3,0.8181818181818181,0.590909090909091,0.9090909090909092,0.409090909090909,0.640909090909091,44
5,AUROPHARMA.NS,pharma_healthcare,1,0.7305555555555556,3,0.8888888888888888,0.8333333333333334,0.3333333333333333,0.1666666666666666,0.4388888888888889,124
6,NCC.NS,infra_logistics_defense,1,0.7274999999999999,3,0.9045454545454544,0.759090909090909,0.4,0.2409090909090909,0.5145454545454545,91
7,HEIDELBERG.NS,cement,1,0.721875,3,0.6875,0.6517857142857143,0.875,0.3482142857142857,0.5857142857142857,62
8,CYIENT.NS,it,1,0.716729797979798,3,0.6805555555555556,0.9128787878787878,0.5,0.0871212121212121,0.3636363636363636,157
9,CIPLA.NS,pharma_healthcare,2,0.7152777777777778,3,0.7222222222222222,0.5833333333333333,0.8888888888888888,0.4166666666666667,0.5416666666666667,83
10,CENTRALBK.NS,banking,1,0.7142543859649123,2,0.7894736842105263,0.6282894736842105,,0.3717105263157895,0.6437774122807017,41
11,GAIL.NS,energy_power,1,0.7113636363636364,3,0.4545454545454546,0.8636363636363638,0.9090909090909092,0.1363636363636363,0.4136363636363637,135
12,GHCL.NS,chemicals,2,0.6954545454545455,3,0.9090909090909092,0.36363636363636365,0.8181818181818181,0.6363636363636364,0.6818181818181818,29
13,BANKINDIA.NS,banking,2,0.66984649122807,2,0.8947368421052632,0.412828947368421,,0.587171052631579,0.6946043494152047,22
14,ONGC.NS,energy_power,2,0.6636363636363637,3,0.7272727272727273,0.5454545454545455,0.7272727272727273,0.4545454545454545,0.6090909090909091,55
