rank,ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio,sector_rank,composite_score,buckets_used,valuation_bucket_score,quality_bucket_score,leverage_bucket_score,growth_bucket_score,trailing_pe_score,ev_to_ebitda_score,return_on_equity_score,net_margin_score,debt_to_equity_ratio_score,revenue_growth_score
1,NATIONALUM.NS,metals_mining,2026-08-27T13:51:37.597962+00:00,715000709120,389.3,10.584557,7.053,,0.277,0.393,0.34908,0.8206567297931698,598300032.0,216037100000.0,True,,0.00277,1,0.8566666666666667,4,0.7666666666666667,0.9333333333333333,0.9333333333333333,0.8,0.8,0.7333333333333334,,0.9333333333333333,0.9333333333333333,0.8
2,KAJARIACER.NS,consumer_durables_retail,2026-08-27T13:52:35.830684+00:00,188634529792,1200.4,35.068653,19.874,,7.302,0.204,0.107980005,1.5738065879866123,2285900032.0,30655800000.0,True,,0.07302,1,0.8192307692307692,4,0.8846153846153846,0.7692307692307693,0.7692307692307692,0.8461538461538461,0.8461538461538461,0.9230769230769231,,0.7692307692307693,0.7692307692307692,0.8461538461538461
3,IOB.NS,banking,2026-08-27T13:50:16.109963+00:00,633541820416,32.9,11.040269,,0.16525999,,0.481,0.36560002,0.4979208850448562,472398987264.0,369906675000.0,True,,,1,0.8183479532163742,3,0.631578947368421,0.9210526315789473,,0.9444444444444444,0.631578947368421,,1.0,0.8421052631578947,,0.9444444444444444
4,UNIONBANK.NS,banking,2026-08-27T13:50:11.203327+00:00,1408400228352,184.5,6.8232245,,0.15798001,,,0.40460998,0.4405326153885003,,1334472821000.0,True,,,2,0.8098086124401914,2,0.736842105263158,0.8827751196172249,,,0.736842105263158,,0.8181818181818182,0.9473684210526315,,
5,HAL.NS,capital_goods,2026-08-27T13:51:57.762076+00:00,3276328665088,4899.0,35.20661,34.917,,0.16,0.144,0.27591,0.7746313940750155,658200000.0,410411200000.0,True,,0.0016,1,0.8017973856209151,4,0.7467320261437909,1.0,0.9444444444444444,0.4444444444444444,0.8823529411764706,0.6111111111111112,,1.0,0.9444444444444444,0.4444444444444444
6,HEROMOTOCO.NS,auto,2026-08-27T13:50:43.950750+00:00,1110783688704,5550.0,20.410414,14.009,,3.57,0.349,0.10724,2.1770383768779045,7786100224.0,216111900000.0,True,,0.0356999999999999,1,0.7911904761904762,4,0.7261904761904763,0.8,0.8,0.8666666666666667,0.7857142857142857,0.6666666666666667,,0.8,0.8,0.8666666666666667
7,BEL.NS,capital_goods,2026-08-27T13:51:59.020791+00:00,3004319137792,411.0,49.045345,35.288,,0.273,0.249,0.21403,1.1170636864372687,654600000.0,239883100000.0,True,,0.00273,2,0.7910130718954249,4,0.5441176470588236,0.9444444444444444,0.8333333333333334,0.8888888888888888,0.5882352941176471,0.5,,0.9444444444444444,0.8333333333333334,0.8888888888888888
8,COALINDIA.NS,metals_mining,2026-08-27T13:51:32.639815+00:00,2465091289088,400.0,7.911392,5.071,,11.629,0.451,0.18138,1.3972722103723914,140721799168.0,1191015600000.0,True,,0.1162899999999999,2,0.7766666666666666,4,0.9,0.6666666666666666,0.6666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,,0.6666666666666666,0.6666666666666667,0.8666666666666667
9,OBEROIRLTY.NS,realty,2026-08-27T13:52:59.428921+00:00,680990670848,1872.9,25.879507,18.881,,15.765,0.317,0.41592997,0.3352967120483635,28253941760.0,179216231000.0,True,,0.15765,1,0.7750000000000001,4,0.75,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.6666666666666667,,0.8333333333333334,0.6666666666666667,0.8333333333333334
10,GNFC.NS,chemicals,2026-08-27T13:52:22.521145+00:00,84784775168,577.0,8.17512,5.47,,0.066,0.398,0.12331,0.8481865455502896,60000000.0,91152000000.0,True,,0.00066,1,0.7727272727272727,4,0.8257575757575757,0.5833333333333334,0.9166666666666666,0.8333333333333334,0.8181818181818181,0.8333333333333334,,0.5833333333333334,0.9166666666666666,0.8333333333333334
11,IRCTC.NS,infra_logistics_defense,2026-08-27T13:52:49.469063+00:00,390039994368,487.55,28.00402,21.994,,1.874,0.181,0.25677,1.2103574830708552,807259008.0,43085313000.0,True,,0.01874,1,0.7602272727272726,4,0.571969696969697,0.9166666666666666,0.8181818181818181,0.75,0.7272727272727273,0.41666666666666663,,0.9166666666666666,0.8181818181818181,0.75
12,POLYCAB.NS,capital_goods,2026-08-27T13:52:03.528335+00:00,1367615733760,9079.0,47.948242,30.469,0.25549,1.738,0.39,0.09184,2.3541099294370955,2125680000.0,120085760000.0,True,,0.01738,3,0.7470588235294118,4,0.684640522875817,0.8055555555555556,0.5555555555555556,0.9444444444444444,0.6470588235294117,0.7222222222222222,1.0,0.6111111111111112,0.5555555555555556,0.9444444444444444
13,LUPIN.NS,pharma_healthcare,2026-08-27T13:51:01.347861+00:00,986825490432,2158.1,17.89321,11.416,,29.388,0.32,0.18450001,1.2244836684519564,66161799168.0,224482700000.0,True,,0.29388,1,0.7470588235294118,4,0.9411764705882353,0.7647058823529411,0.23529411764705888,0.9411764705882353,0.9411764705882353,0.9411764705882353,,0.7647058823529411,0.23529411764705888,0.9411764705882353
14,ITC.NS,fmcg,2026-08-27T13:51:17.049950+00:00,3370511237120,269.0,16.982323,12.436,,3.293,-0.111,0.25937998,1.078695248616346,23993600000.0,725073000000.0,True,,0.03293,1,0.7416666666666667,4,0.9166666666666666,1.0,0.75,0.08333333333333333,0.9166666666666666,0.9166666666666666,,1.0,0.75,0.08333333333333333
