acquisition_likelihood_rank,ticker,sector,acquisition_likelihood_sector_rank,acquisition_likelihood_score,likelihood_components_used,valuation_bucket_score,turnaround_potential_score,leverage_bucket_score,quality_bucket_score,composite_score,rank
1,SKFINDIA.NS,capital_goods,1,0.8561274509803921,3,0.9411764705882352,0.7401960784313726,0.8823529411764706,0.2598039215686274,0.5485294117647058,77
2,WHIRLPOOL.NS,consumer_durables_retail,1,0.7891483516483517,3,0.8571428571428572,0.815934065934066,0.6428571428571428,0.184065934065934,0.5552197802197802,74
3,ARE&M.NS,auto,1,0.7738235294117648,3,0.9117647058823528,0.6647058823529413,0.7058823529411764,0.3352941176470588,0.5858823529411764,63
4,BPCL.NS,energy_power,1,0.7681818181818182,3,0.7272727272727273,0.9090909090909091,0.6363636363636364,0.0909090909090909,0.5727272727272728,69
5,BANKINDIA.NS,banking,1,0.7345029239766082,2,0.9473684210526316,0.49122807017543857,,0.5087719298245614,0.6293859649122807,41
6,GNFC.NS,chemicals,1,0.7325757575757577,3,0.7727272727272727,0.5606060606060608,0.9090909090909092,0.4393939393939393,0.6181818181818182,49
7,NCC.NS,infra_logistics_defense,1,0.7216666666666666,3,0.9045454545454544,0.7424242424242424,0.4,0.2575757575757575,0.5195454545454545,87
8,AUROPHARMA.NS,pharma_healthcare,1,0.7163888888888889,3,0.9166666666666666,0.7611111111111111,0.3333333333333333,0.2388888888888889,0.4577777777777778,119
9,DRREDDY.NS,pharma_healthcare,2,0.7072222222222223,3,0.8055555555555556,0.8222222222222223,0.3888888888888888,0.1777777777777777,0.3838888888888889,151
10,CENTRALBK.NS,banking,2,0.7065789473684211,2,0.7894736842105263,0.611842105263158,,0.3881578947368421,0.4693896198830408,111
11,CYIENT.NS,it,1,0.7058333333333333,3,0.65,0.9166666666666667,0.5,0.0833333333333333,0.4866666666666667,107
12,BANKBARODA.NS,banking,3,0.6944444444444445,2,0.6842105263157895,0.7061403508771931,,0.293859649122807,0.5195540935672514,86
13,ONGC.NS,energy_power,2,0.6920454545454546,3,0.8181818181818181,0.5227272727272727,0.7272727272727273,0.4772727272727273,0.625,46
14,CIPLA.NS,pharma_healthcare,3,0.6861111111111111,3,0.7222222222222222,0.5,0.8888888888888888,0.5,0.5777777777777777,65
15,ACC.NS,cement,1,0.68125,3,0.875,0.5,0.625,0.5,0.5625,72
16,GAIL.NS,energy_power,3,0.6799242424242424,3,0.4090909090909091,0.8257575757575758,0.9090909090909092,0.1742424242424242,0.4113636363636364,138
17,GHCL.NS,chemicals,2,0.6742424242424243,3,0.9090909090909092,0.303030303030303,0.8181818181818181,0.696969696969697,0.7000000000000001,19
18,UCOBANK.NS,banking,4,0.6665204678362573,2,0.5263157894736843,0.8267543859649122,,0.1732456140350877,0.5123355263157895,92
19,GLENMARK.NS,pharma_healthcare,4,0.6608333333333334,3,0.6666666666666666,0.65,0.6666666666666667,0.35,0.5383333333333333,81
20,MRF.NS,auto,2,0.6504901960784313,3,0.8235294117647058,0.5392156862745098,0.5294117647058824,0.4607843137254902,0.5499999999999999,76
21,HEIDELBERG.NS,cement,2,0.646875,3,0.6875,0.4375,0.875,0.5625,0.625,44
22,GICRE.NS,insurance,1,0.638888888888889,2,0.8333333333333334,0.41666666666666663,,0.5833333333333334,0.6145833333333334,53
23,BAJAJHLDNG.NS,nbfc_financial_services,1,0.6327922077922078,3,0.2857142857142857,0.8181818181818182,0.9285714285714286,0.1818181818181818,0.3402597402597402,168
24,GLAND.NS,pharma_healthcare,5,0.6297222222222223,3,0.6111111111111112,0.5055555555555555,0.8333333333333334,0.4944444444444444,0.653888888888889,32
25,IOC.NS,energy_power,4,0.6272727272727273,3,0.9090909090909092,0.36363636363636365,0.5454545454545454,0.6363636363636364,0.6818181818181819,22
26,MARUTI.NS,auto,3,0.6255882352941176,3,0.5588235294117647,0.4764705882352941,0.9411764705882352,0.5235294117647059,0.6541176470588236,31
27,TECHM.NS,it,2,0.625,3,0.4166666666666667,0.8333333333333334,0.6666666666666667,0.1666666666666666,0.4583333333333333,117
28,KAJARIACER.NS,consumer_durables_retail,2,0.6245879120879121,3,0.7857142857142857,0.37637362637362637,0.7142857142857143,0.6236263736263736,0.6942307692307692,20
29,DABUR.NS,fmcg,1,0.6229166666666667,3,0.75,0.625,0.4166666666666666,0.375,0.5208333333333333,85
30,COALINDIA.NS,metals_mining,1,0.6200000000000001,3,0.9,0.2666666666666666,0.6666666666666667,0.7333333333333334,0.7566666666666666,6
31,SUPREMEIND.NS,capital_goods,2,0.6199754901960784,3,0.7941176470588235,0.44362745098039214,0.5882352941176471,0.5563725490196079,0.6522058823529412,35
32,ITC.NS,fmcg,2,0.6197916666666667,3,0.9166666666666666,0.1875,0.75,0.8125,0.7020833333333333,18
33,SBICARD.NS,nbfc_financial_services,2,0.6175824175824176,3,0.3571428571428571,0.8461538461538463,0.7142857142857143,0.1538461538461538,0.3961538461538462,143
34,EMAMILTD.NS,fmcg,3,0.6104166666666666,3,0.8333333333333334,0.375,0.5833333333333333,0.625,0.6041666666666667,56
35,JUBLFOOD.NS,consumer_durables_retail,3,0.6075549450549451,3,0.6071428571428572,0.48076923076923084,0.7857142857142857,0.5192307692307692,0.6807692307692308,23
36,MOTHERSON.NS,auto,4,0.6046078431372549,3,0.4999999999999999,0.903921568627451,0.3529411764705882,0.096078431372549,0.3317647058823529,171
37,SAIL.NS,metals_mining,2,0.6033333333333333,3,0.5666666666666667,0.9333333333333333,0.1999999999999999,0.0666666666666666,0.2833333333333333,184
38,BAJAJFINSV.NS,nbfc_financial_services,3,0.5998501498501498,3,0.3214285714285714,0.7342657342657344,0.8571428571428572,0.2657342657342657,0.4332917082917084,131
39,UPL.NS,chemicals,3,0.591919191919192,3,0.6363636363636364,0.898989898989899,0.0909090909090909,0.101010101010101,0.403030303030303,140
40,EXIDEIND.NS,auto,5,0.5868627450980392,3,0.2941176470588235,0.8784313725490196,0.6470588235294117,0.1215686274509804,0.2776470588235293,186
41,PNB.NS,banking,5,0.5866959064327485,2,0.8947368421052632,0.23464912280701755,,0.7653508771929824,0.747532894736842,8
42,HAL.NS,capital_goods,3,0.5849264705882353,3,0.7647058823529411,0.125,0.9411764705882352,0.875,0.7154411764705882,16
43,NBCC.NS,infra_logistics_defense,2,0.5825252525252526,3,0.5181818181818182,0.4292929292929293,0.9,0.5707070707070707,0.5612121212121213,73
44,IRCON.NS,infra_logistics_defense,3,0.5802020202020203,3,0.8090909090909091,0.6616161616161618,0.0999999999999999,0.3383838383838383,0.4006060606060606,141
45,HCLTECH.NS,it,3,0.578125,3,0.6666666666666667,0.35416666666666674,0.75,0.6458333333333333,0.59375,59
46,SBIN.NS,banking,6,0.5742690058479533,2,0.631578947368421,0.5087719298245614,,0.4912280701754385,0.4904970760233917,104
47,HAVELLS.NS,capital_goods,4,0.5705882352941176,3,0.588235294117647,0.7058823529411765,0.3529411764705882,0.2941176470588235,0.488235294117647,105
48,NATIONALUM.NS,metals_mining,3,0.5691666666666666,3,0.7666666666666667,0.08333333333333315,0.9333333333333332,0.9166666666666669,0.7316666666666667,12
49,COROMANDEL.NS,chemicals,4,0.5681818181818181,3,0.5,0.7272727272727273,0.4545454545454546,0.2727272727272727,0.4681818181818182,112
50,LT.NS,capital_goods,5,0.5656862745098039,3,0.8823529411764706,0.607843137254902,0.0,0.392156862745098,0.4470588235294117,123
51,IPCALAB.NS,pharma_healthcare,6,0.5633333333333332,3,0.5555555555555556,0.5777777777777777,0.5555555555555556,0.4222222222222222,0.46,115
