ticker,sector,rank,naive_rank,composite_score,trailing_pe
NATIONALUM.NS,metals_mining,1,26.0,0.851190476190476,11.566517
BEL.NS,capital_goods,2,141.0,0.8367851307189542,47.81026
GNFC.NS,chemicals,3,14.0,0.831060606060606,7.6541896
IOB.NS,banking,4,24.0,0.8183479532163742,11.409396
KAJARIACER.NS,consumer_durables_retail,5,102.0,0.8160714285714286,35.0
UNIONBANK.NS,banking,6,11.0,0.8098086124401914,6.7692304
HEROMOTOCO.NS,auto,7,59.0,0.7790849673202616,21.67206
OBEROIRLTY.NS,realty,8,65.0,0.7750000000000001,24.52381
COALINDIA.NS,metals_mining,9,17.0,0.761904761904762,8.170756
LUPIN.NS,pharma_healthcare,10,48.0,0.7606209150326797,19.00886
IRCTC.NS,infra_logistics_defense,11,81.0,0.7536363636363635,29.819174
POLYCAB.NS,capital_goods,12,142.0,0.7512254901960784,48.988888
ITC.NS,fmcg,13,45.0,0.7416666666666667,17.91167
GILLETTE.NS,consumer_durables_retail,14,140.0,0.7410714285714285,46.79824
PNB.NS,banking,15,7.0,0.7337187666135033,5.939126
BANKINDIA.NS,banking,16,4.0,0.7314261031366294,5.2754536
NMDC.NS,metals_mining,17,21.0,0.728095238095238,10.212264
EMAMILTD.NS,fmcg,18,63.0,0.725,23.991842
COLPAL.NS,fmcg,19,125.0,0.7208333333333333,40.763176
ICICIGI.NS,insurance,20,98.0,0.7166666666666667,33.329887
HINDZINC.NS,metals_mining,21,39.0,0.7135714285714285,15.033415
CANBK.NS,banking,22,8.0,0.7046783625730992,5.9835615
MUTHOOTFIN.NS,nbfc_financial_services,23,22.0,0.7038461538461538,10.341078
PGHH.NS,consumer_durables_retail,24,101.0,0.7035714285714286,34.89297
ADANIPORTS.NS,infra_logistics_defense,25,76.0,0.7012121212121212,28.62628
GHCL.NS,chemicals,26,15.0,0.7007575757575757,7.7458506
HAL.NS,capital_goods,27,108.0,0.698390522875817,36.021976
MARUTI.NS,auto,28,85.0,0.6965686274509804,30.791319
BAJAJ-AUTO.NS,auto,29,70.0,0.6947712418300653,27.755344
EICHERMOT.NS,auto,30,118.0,0.6816993464052289,38.011612
DIVISLAB.NS,pharma_healthcare,31,186.0,0.6722222222222223,85.61764
TCS.NS,it,32,44.0,0.6675,17.867004
RECLTD.NS,nbfc_financial_services,33,6.0,0.660989010989011,5.8933864
SHRIRAMFIN.NS,nbfc_financial_services,34,52.0,0.6504120879120878,19.705154
JUBLFOOD.NS,consumer_durables_retail,35,187.0,0.6432142857142857,86.14236
HINDUNILVR.NS,fmcg,36,139.0,0.6416666666666666,46.193962
ONGC.NS,energy_power,37,12.0,0.6409090909090909,6.9020514
ABBOTINDIA.NS,pharma_healthcare,38,117.0,0.6367647058823528,38.003235
LICI.NS,insurance,39,18.0,0.6333333333333334,8.294402
HINDCOPPER.NS,metals_mining,40,155.0,0.6266666666666667,57.00211
IDEA.NS,telecom_media,41,1.0,0.625,3.9968846
IOC.NS,energy_power,42,5.0,0.6227272727272727,5.791411
ACC.NS,cement,43,32.0,0.6223214285714287,13.397771
INDUSTOWER.NS,telecom_media,44,34.0,0.62,13.780398
GAIL.NS,energy_power,45,25.0,0.6181818181818182,11.438165
GLAND.NS,pharma_healthcare,46,131.0,0.6155228758169935,42.54022
TATAELXSI.NS,it,47,109.0,0.615,36.087906
GICRE.NS,insurance,48,10.0,0.6145833333333333,6.47785
AMBUJACEM.NS,cement,49,64.0,0.6142857142857143,24.184418
M&M.NS,auto,50,57.0,0.6129084967320262,21.397953
VBL.NS,fmcg,51,134.0,0.6125,44.274273
SUNPHARMA.NS,pharma_healthcare,52,119.0,0.6122549019607844,38.65621
LICHSGFIN.NS,nbfc_financial_services,53,2.0,0.6093406593406593,4.8154893
DLF.NS,realty,54,106.0,0.6,35.909348
MAZDOCK.NS,infra_logistics_defense,55,114.0,0.5987878787878788,37.784306
PAGEIND.NS,consumer_durables_retail,56,156.0,0.5982142857142857,57.447395
INFY.NS,it,57,40.0,0.595,15.407302
ALKEM.NS,pharma_healthcare,58,77.0,0.5910130718954247,29.112413
TIMKEN.NS,capital_goods,59,162.0,0.5907883986928105,58.573193
CUMMINSIND.NS,capital_goods,60,171.0,0.5906454248366013,63.610752
HCLTECH.NS,it,61,55.0,0.5900000000000001,21.115084
GLENMARK.NS,pharma_healthcare,62,107.0,0.5879084967320262,35.93804
ARE&M.NS,auto,63,51.0,0.5786764705882353,19.198528
MRF.NS,auto,64,61.0,0.57859477124183,23.442705
NAVINFLUOR.NS,chemicals,65,149.0,0.5772727272727273,53.106613
LALPATHLAB.NS,pharma_healthcare,66,167.0,0.5732026143790849,60.551617
