rank,ticker,sector,fetched_at,market_cap,price,trailing_pe,ev_to_ebitda,return_on_equity,debt_to_equity,revenue_growth,net_margin,asset_turnover,total_debt,total_equity,fetch_ok,error,debt_to_equity_ratio,sector_rank,composite_score,buckets_used,valuation_bucket_score,quality_bucket_score,leverage_bucket_score,growth_bucket_score,trailing_pe_score,ev_to_ebitda_score,return_on_equity_score,net_margin_score,debt_to_equity_ratio_score,revenue_growth_score
1,NATIONALUM.NS,metals_mining,2026-09-13T08:03:43.434281+00:00,663024107520,361.0,9.82313,6.286,,0.277,0.393,0.34908,0.8206567297931698,598300032.0,216037100000.0,True,,0.00277,1,0.8666666666666667,4,0.8,0.9333333333333333,0.9333333333333333,0.8,0.8,0.8,,0.9333333333333333,0.9333333333333333,0.8
2,UNIONBANK.NS,banking,2026-09-13T08:02:27.473903+00:00,1359545237504,178.1,6.5865383,,0.15798001,,,0.40460998,0.4405326153885003,,1334472821000.0,True,,,1,0.8098086124401914,2,0.736842105263158,0.8827751196172249,,,0.736842105263158,,0.8181818181818182,0.9473684210526315,,
3,HEROMOTOCO.NS,auto,2026-09-13T08:02:56.056692+00:00,1045037252608,5221.5,19.193869,12.962,,3.57,0.349,0.10724,2.1770383768779045,7786100224.0,216111900000.0,True,,0.0356999999999999,1,0.8011904761904762,4,0.7595238095238095,0.8,0.8,0.8666666666666667,0.7857142857142857,0.7333333333333334,,0.8,0.8,0.8666666666666667
4,KAJARIACER.NS,consumer_durables_retail,2026-09-13T08:04:34.087221+00:00,192720240640,1226.4,35.713455,20.158,,7.302,0.204,0.107980005,1.5738065879866123,2285900032.0,30655800000.0,True,,0.07302,1,0.7961538461538462,4,0.8076923076923077,0.7692307692307693,0.7692307692307692,0.8461538461538461,0.7692307692307692,0.8461538461538461,,0.7692307692307693,0.7692307692307692,0.8461538461538461
5,IOB.NS,banking,2026-09-13T08:02:31.832652+00:00,636815409152,33.07,11.097315,,0.16525999,,0.481,0.36560002,0.4979208850448562,472398987264.0,369906675000.0,True,,,2,0.7788742690058479,3,0.5263157894736843,0.9210526315789473,,0.9444444444444444,0.5263157894736843,,1.0,0.8421052631578947,,0.9444444444444444
6,COALINDIA.NS,metals_mining,2026-09-13T08:03:38.867921+00:00,2627787292672,426.4,8.431876,5.415,,11.629,0.451,0.18138,1.3972722103723914,140721799168.0,1191015600000.0,True,,0.1162899999999999,2,0.7766666666666666,4,0.9,0.6666666666666666,0.6666666666666667,0.8666666666666667,0.9333333333333333,0.8666666666666667,,0.6666666666666666,0.6666666666666667,0.8666666666666667
7,OBEROIRLTY.NS,realty,2026-09-13T08:04:55.583442+00:00,633067864064,1741.1,24.094934,17.57,,15.765,0.317,0.41592997,0.3352967120483635,28253941760.0,179216231000.0,True,,0.15765,1,0.7750000000000001,4,0.75,0.8333333333333334,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.6666666666666667,,0.8333333333333334,0.6666666666666667,0.8333333333333334
8,GNFC.NS,chemicals,2026-09-13T08:04:22.408762+00:00,82639446016,562.4,7.968263,5.212,,0.066,0.398,0.12331,0.8481865455502896,60000000.0,91152000000.0,True,,0.00066,1,0.7727272727272727,4,0.8257575757575757,0.5833333333333334,0.9166666666666666,0.8333333333333334,0.8181818181818181,0.8333333333333334,,0.5833333333333334,0.9166666666666666,0.8333333333333334
9,GILLETTE.NS,consumer_durables_retail,2026-09-13T08:04:37.645707+00:00,238100168704,7307.0,35.586617,24.49,,0.002,0.108,0.21035999,3.269158839005526,200000.0,9464300000.0,True,,2e-05,2,0.7692307692307692,4,0.6923076923076923,1.0,0.9230769230769231,0.38461538461538464,0.8461538461538461,0.5384615384615384,,1.0,0.9230769230769231,0.38461538461538464
10,IRCTC.NS,infra_logistics_defense,2026-09-13T08:04:46.600415+00:00,370319982592,462.9,26.588167,20.605,,1.874,0.181,0.25677,1.2102409750548278,807259008.0,43085331000.0,True,,0.01874,1,0.7602272727272726,4,0.571969696969697,0.9166666666666666,0.8181818181818181,0.75,0.7272727272727273,0.41666666666666663,,0.9166666666666666,0.8181818181818181,0.75
11,HAL.NS,capital_goods,2026-09-13T08:04:01.537758+00:00,3280341303296,4905.0,35.211773,35.247,,0.16,0.144,0.27591,0.7746313940750155,658200000.0,410411200000.0,True,,0.0016,1,0.7601307189542484,4,0.607843137254902,1.0,0.9444444444444444,0.4444444444444444,0.8823529411764706,0.33333333333333337,,1.0,0.9444444444444444,0.4444444444444444
12,BEL.NS,capital_goods,2026-09-13T08:04:02.364972+00:00,2955709251584,404.35,48.07967,35.06,,0.273,0.249,0.21403,1.1170636864372687,654600000.0,239883100000.0,True,,0.00273,2,0.7566993464052287,4,0.42973856209150324,0.9444444444444444,0.8333333333333334,0.8888888888888888,0.47058823529411764,0.38888888888888884,,0.9444444444444444,0.8333333333333334,0.8888888888888888
13,LUPIN.NS,pharma_healthcare,2026-09-13T08:03:11.474060+00:00,957971955712,2095.0,17.361399,10.94,,29.388,0.32,0.18450001,1.2244836684519564,66161799168.0,224482700000.0,True,,0.29388,1,0.7470588235294118,4,0.9411764705882353,0.7647058823529411,0.23529411764705888,0.9411764705882353,0.9411764705882353,0.9411764705882353,,0.7647058823529411,0.23529411764705888,0.9411764705882353
14,POLYCAB.NS,capital_goods,2026-09-13T08:04:06.029231+00:00,1241383436288,8241.0,43.47895,27.638,0.25549,1.738,0.39,0.09184,2.3541099294370955,2125680000.0,120085760000.0,True,,0.01738,3,0.7470588235294118,4,0.684640522875817,0.8055555555555556,0.5555555555555556,0.9444444444444444,0.6470588235294117,0.7222222222222222,1.0,0.6111111111111112,0.5555555555555556,0.9444444444444444
15,COLPAL.NS,fmcg,2026-09-13T08:03:30.412490+00:00,488866971648,1797.4,36.2306,25.27,,2.993,0.118,0.21722999,3.777244004519888,474100000.0,15841100000.0,True,,0.02993,1,0.7458333333333333,4,0.7083333333333334,0.8333333333333334,0.9166666666666666,0.5,0.6666666666666667,0.75,,0.8333333333333334,0.9166666666666666,0.5
16,ITC.NS,fmcg,2026-09-13T08:03:24.726390+00:00,3255863869440,259.85,16.394321,11.924,,3.293,-0.111,0.25937998,1.078695248616346,23993600000.0,725073000000.0,True,,0.03293,2,0.7416666666666667,4,0.9166666666666666,1.0,0.75,0.08333333333333333,0.9166666666666666,0.9166666666666666,,1.0,0.75,0.08333333333333333
